Image,VideoIdx,FrameIdx,Class,t0
EmbryonVideoClassif/Frames/V3/63.png,V3,63.png,0,23.75
EmbryonVideoClassif/Frames/V3/64.png,V3,64.png,0,23.75
EmbryonVideoClassif/Frames/V3/65.png,V3,65.png,0,23.75
EmbryonVideoClassif/Frames/V3/66.png,V3,66.png,0,23.75
EmbryonVideoClassif/Frames/V3/67.png,V3,67.png,0,23.75
EmbryonVideoClassif/Frames/V3/68.png,V3,68.png,0,23.75
EmbryonVideoClassif/Frames/V3/69.png,V3,69.png,0,23.75
EmbryonVideoClassif/Frames/V3/70.png,V3,70.png,0,23.75
EmbryonVideoClassif/Frames/V3/71.png,V3,71.png,0,23.75
EmbryonVideoClassif/Frames/V3/72.png,V3,72.png,0,23.75
EmbryonVideoClassif/Frames/V3/73.png,V3,73.png,0,23.75
EmbryonVideoClassif/Frames/V3/74.png,V3,74.png,0,23.75
EmbryonVideoClassif/Frames/V3/75.png,V3,75.png,0,23.75
EmbryonVideoClassif/Frames/V3/76.png,V3,76.png,0,23.75
EmbryonVideoClassif/Frames/V3/77.png,V3,77.png,0,23.75
EmbryonVideoClassif/Frames/V3/78.png,V3,78.png,0,23.75
EmbryonVideoClassif/Frames/V3/79.png,V3,79.png,0,23.75
EmbryonVideoClassif/Frames/V3/80.png,V3,80.png,0,23.75
EmbryonVideoClassif/Frames/V3/81.png,V3,81.png,0,23.75
EmbryonVideoClassif/Frames/V3/82.png,V3,82.png,0,23.75
EmbryonVideoClassif/Frames/V3/83.png,V3,83.png,0,23.75
EmbryonVideoClassif/Frames/V3/84.png,V3,84.png,0,23.75
EmbryonVideoClassif/Frames/V3/85.png,V3,85.png,0,23.75
EmbryonVideoClassif/Frames/V3/86.png,V3,86.png,0,23.75
EmbryonVideoClassif/Frames/V3/87.png,V3,87.png,0,23.75
EmbryonVideoClassif/Frames/V3/88.png,V3,88.png,0,23.75
EmbryonVideoClassif/Frames/V3/89.png,V3,89.png,0,23.75
EmbryonVideoClassif/Frames/V3/90.png,V3,90.png,0,23.75
EmbryonVideoClassif/Frames/V3/91.png,V3,91.png,0,23.75
EmbryonVideoClassif/Frames/V3/92.png,V3,92.png,0,23.75
EmbryonVideoClassif/Frames/V3/93.png,V3,93.png,0,23.75
EmbryonVideoClassif/Frames/V3/94.png,V3,94.png,0,23.75
EmbryonVideoClassif/Frames/V3/95.png,V3,95.png,0,23.75
EmbryonVideoClassif/Frames/V3/96.png,V3,96.png,0,23.75
EmbryonVideoClassif/Frames/V3/97.png,V3,97.png,0,23.75
EmbryonVideoClassif/Frames/V3/98.png,V3,98.png,0,23.75
EmbryonVideoClassif/Frames/V3/99.png,V3,99.png,0,23.75
EmbryonVideoClassif/Frames/V3/100.png,V3,100.png,0,23.75
EmbryonVideoClassif/Frames/V3/101.png,V3,101.png,0,23.75
EmbryonVideoClassif/Frames/V3/102.png,V3,102.png,0,23.75
EmbryonVideoClassif/Frames/V3/103.png,V3,103.png,0,23.75
EmbryonVideoClassif/Frames/V3/104.png,V3,104.png,0,23.75
EmbryonVideoClassif/Frames/V3/105.png,V3,105.png,0,23.75
EmbryonVideoClassif/Frames/V3/106.png,V3,106.png,0,23.75
EmbryonVideoClassif/Frames/V3/107.png,V3,107.png,0,23.75
EmbryonVideoClassif/Frames/V3/108.png,V3,108.png,0,23.75
EmbryonVideoClassif/Frames/V3/109.png,V3,109.png,0,23.75
EmbryonVideoClassif/Frames/V3/110.png,V3,110.png,0,23.75
EmbryonVideoClassif/Frames/V3/111.png,V3,111.png,0,23.75
EmbryonVideoClassif/Frames/V3/112.png,V3,112.png,0,23.75
EmbryonVideoClassif/Frames/V3/113.png,V3,113.png,0,23.75
EmbryonVideoClassif/Frames/V3/114.png,V3,114.png,0,23.75
EmbryonVideoClassif/Frames/V3/115.png,V3,115.png,0,23.75
EmbryonVideoClassif/Frames/V3/116.png,V3,116.png,0,23.75
EmbryonVideoClassif/Frames/V3/117.png,V3,117.png,0,23.75
EmbryonVideoClassif/Frames/V3/118.png,V3,118.png,0,23.75
EmbryonVideoClassif/Frames/V3/119.png,V3,119.png,0,23.75
EmbryonVideoClassif/Frames/V3/120.png,V3,120.png,0,23.75
EmbryonVideoClassif/Frames/V3/121.png,V3,121.png,0,23.75
EmbryonVideoClassif/Frames/V3/122.png,V3,122.png,0,23.75
EmbryonVideoClassif/Frames/V3/123.png,V3,123.png,0,23.75
EmbryonVideoClassif/Frames/V3/124.png,V3,124.png,0,23.75
EmbryonVideoClassif/Frames/V3/125.png,V3,125.png,0,23.75
EmbryonVideoClassif/Frames/V3/126.png,V3,126.png,0,23.75
EmbryonVideoClassif/Frames/V3/127.png,V3,127.png,0,23.75
EmbryonVideoClassif/Frames/V3/128.png,V3,128.png,0,23.75
EmbryonVideoClassif/Frames/V3/129.png,V3,129.png,0,23.75
EmbryonVideoClassif/Frames/V3/130.png,V3,130.png,0,23.75
EmbryonVideoClassif/Frames/V3/131.png,V3,131.png,0,23.75
EmbryonVideoClassif/Frames/V3/132.png,V3,132.png,0,23.75
EmbryonVideoClassif/Frames/V3/133.png,V3,133.png,0,23.75
EmbryonVideoClassif/Frames/V3/134.png,V3,134.png,0,23.75
EmbryonVideoClassif/Frames/V3/135.png,V3,135.png,0,23.75
EmbryonVideoClassif/Frames/V3/136.png,V3,136.png,0,23.75
EmbryonVideoClassif/Frames/V3/137.png,V3,137.png,0,23.75
EmbryonVideoClassif/Frames/V3/138.png,V3,138.png,0,23.75
EmbryonVideoClassif/Frames/V3/139.png,V3,139.png,0,23.75
EmbryonVideoClassif/Frames/V3/140.png,V3,140.png,0,23.75
EmbryonVideoClassif/Frames/V3/141.png,V3,141.png,0,23.75
EmbryonVideoClassif/Frames/V3/142.png,V3,142.png,0,23.75
EmbryonVideoClassif/Frames/V3/143.png,V3,143.png,0,23.75
EmbryonVideoClassif/Frames/V3/144.png,V3,144.png,0,23.75
EmbryonVideoClassif/Frames/V3/145.png,V3,145.png,0,23.75
EmbryonVideoClassif/Frames/V3/146.png,V3,146.png,0,23.75
EmbryonVideoClassif/Frames/V3/147.png,V3,147.png,0,23.75
EmbryonVideoClassif/Frames/V3/148.png,V3,148.png,0,23.75
EmbryonVideoClassif/Frames/V3/149.png,V3,149.png,0,23.75
EmbryonVideoClassif/Frames/V3/150.png,V3,150.png,0,23.75
EmbryonVideoClassif/Frames/V3/151.png,V3,151.png,0,23.75
EmbryonVideoClassif/Frames/V3/152.png,V3,152.png,0,23.75
EmbryonVideoClassif/Frames/V3/153.png,V3,153.png,0,23.75
EmbryonVideoClassif/Frames/V3/154.png,V3,154.png,0,23.75
EmbryonVideoClassif/Frames/V3/155.png,V3,155.png,0,23.75
EmbryonVideoClassif/Frames/V3/156.png,V3,156.png,0,23.75
EmbryonVideoClassif/Frames/V3/157.png,V3,157.png,0,23.75
EmbryonVideoClassif/Frames/V3/158.png,V3,158.png,0,23.75
EmbryonVideoClassif/Frames/V3/159.png,V3,159.png,0,23.75
EmbryonVideoClassif/Frames/V3/160.png,V3,160.png,0,23.75
EmbryonVideoClassif/Frames/V3/161.png,V3,161.png,0,23.75
EmbryonVideoClassif/Frames/V3/162.png,V3,162.png,0,23.75
EmbryonVideoClassif/Frames/V3/163.png,V3,163.png,0,23.75
EmbryonVideoClassif/Frames/V3/164.png,V3,164.png,0,23.75
EmbryonVideoClassif/Frames/V3/165.png,V3,165.png,0,23.75
EmbryonVideoClassif/Frames/V3/166.png,V3,166.png,0,23.75
EmbryonVideoClassif/Frames/V3/167.png,V3,167.png,0,23.75
EmbryonVideoClassif/Frames/V3/168.png,V3,168.png,0,23.75
EmbryonVideoClassif/Frames/V3/169.png,V3,169.png,0,23.75
EmbryonVideoClassif/Frames/V3/170.png,V3,170.png,0,23.75
EmbryonVideoClassif/Frames/V3/171.png,V3,171.png,0,23.75
EmbryonVideoClassif/Frames/V3/172.png,V3,172.png,0,23.75
EmbryonVideoClassif/Frames/V3/173.png,V3,173.png,0,23.75
EmbryonVideoClassif/Frames/V3/174.png,V3,174.png,0,23.75
EmbryonVideoClassif/Frames/V3/175.png,V3,175.png,0,23.75
EmbryonVideoClassif/Frames/V3/176.png,V3,176.png,0,23.75
EmbryonVideoClassif/Frames/V3/177.png,V3,177.png,0,23.75
EmbryonVideoClassif/Frames/V3/178.png,V3,178.png,0,23.75
EmbryonVideoClassif/Frames/V3/179.png,V3,179.png,0,23.75
EmbryonVideoClassif/Frames/V3/180.png,V3,180.png,0,23.75
EmbryonVideoClassif/Frames/V3/181.png,V3,181.png,0,23.75
EmbryonVideoClassif/Frames/V3/182.png,V3,182.png,0,23.75
EmbryonVideoClassif/Frames/V3/183.png,V3,183.png,0,23.75
EmbryonVideoClassif/Frames/V3/184.png,V3,184.png,0,23.75
EmbryonVideoClassif/Frames/V3/185.png,V3,185.png,0,23.75
EmbryonVideoClassif/Frames/V3/186.png,V3,186.png,0,23.75
EmbryonVideoClassif/Frames/V3/187.png,V3,187.png,0,23.75
EmbryonVideoClassif/Frames/V3/188.png,V3,188.png,0,23.75
EmbryonVideoClassif/Frames/V3/189.png,V3,189.png,0,23.75
EmbryonVideoClassif/Frames/V3/190.png,V3,190.png,0,23.75
EmbryonVideoClassif/Frames/V3/191.png,V3,191.png,0,23.75
EmbryonVideoClassif/Frames/V3/192.png,V3,192.png,0,23.75
EmbryonVideoClassif/Frames/V3/193.png,V3,193.png,0,23.75
EmbryonVideoClassif/Frames/V3/194.png,V3,194.png,0,23.75
EmbryonVideoClassif/Frames/V3/195.png,V3,195.png,0,23.75
EmbryonVideoClassif/Frames/V3/196.png,V3,196.png,0,23.75
EmbryonVideoClassif/Frames/V3/197.png,V3,197.png,0,23.75
EmbryonVideoClassif/Frames/V3/198.png,V3,198.png,0,23.75
EmbryonVideoClassif/Frames/V3/199.png,V3,199.png,0,23.75
EmbryonVideoClassif/Frames/V3/200.png,V3,200.png,0,23.75
EmbryonVideoClassif/Frames/V3/201.png,V3,201.png,0,23.75
EmbryonVideoClassif/Frames/V3/202.png,V3,202.png,0,23.75
EmbryonVideoClassif/Frames/V3/203.png,V3,203.png,0,23.75
EmbryonVideoClassif/Frames/V3/204.png,V3,204.png,0,23.75
EmbryonVideoClassif/Frames/V3/205.png,V3,205.png,0,23.75
EmbryonVideoClassif/Frames/V3/206.png,V3,206.png,0,23.75
EmbryonVideoClassif/Frames/V3/207.png,V3,207.png,0,23.75
EmbryonVideoClassif/Frames/V3/208.png,V3,208.png,0,23.75
EmbryonVideoClassif/Frames/V3/209.png,V3,209.png,0,23.75
EmbryonVideoClassif/Frames/V3/210.png,V3,210.png,0,23.75
EmbryonVideoClassif/Frames/V3/211.png,V3,211.png,0,23.75
EmbryonVideoClassif/Frames/V3/212.png,V3,212.png,0,23.75
EmbryonVideoClassif/Frames/V3/213.png,V3,213.png,0,23.75
EmbryonVideoClassif/Frames/V3/214.png,V3,214.png,0,23.75
EmbryonVideoClassif/Frames/V3/215.png,V3,215.png,0,23.75
EmbryonVideoClassif/Frames/V3/216.png,V3,216.png,0,23.75
EmbryonVideoClassif/Frames/V3/217.png,V3,217.png,0,23.75
EmbryonVideoClassif/Frames/V3/218.png,V3,218.png,0,23.75
EmbryonVideoClassif/Frames/V3/219.png,V3,219.png,0,23.75
EmbryonVideoClassif/Frames/V3/220.png,V3,220.png,0,23.75
EmbryonVideoClassif/Frames/V3/221.png,V3,221.png,0,23.75
EmbryonVideoClassif/Frames/V3/222.png,V3,222.png,0,23.75
EmbryonVideoClassif/Frames/V3/223.png,V3,223.png,0,23.75
EmbryonVideoClassif/Frames/V3/224.png,V3,224.png,0,23.75
EmbryonVideoClassif/Frames/V3/225.png,V3,225.png,0,23.75
EmbryonVideoClassif/Frames/V3/226.png,V3,226.png,0,23.75
EmbryonVideoClassif/Frames/V3/227.png,V3,227.png,0,23.75
EmbryonVideoClassif/Frames/V3/228.png,V3,228.png,0,23.75
EmbryonVideoClassif/Frames/V3/229.png,V3,229.png,0,23.75
EmbryonVideoClassif/Frames/V3/230.png,V3,230.png,0,23.75
EmbryonVideoClassif/Frames/V3/231.png,V3,231.png,0,23.75
EmbryonVideoClassif/Frames/V3/232.png,V3,232.png,0,23.75
EmbryonVideoClassif/Frames/V3/233.png,V3,233.png,0,23.75
EmbryonVideoClassif/Frames/V3/234.png,V3,234.png,0,23.75
EmbryonVideoClassif/Frames/V3/235.png,V3,235.png,0,23.75
EmbryonVideoClassif/Frames/V3/236.png,V3,236.png,0,23.75
EmbryonVideoClassif/Frames/V3/237.png,V3,237.png,0,23.75
EmbryonVideoClassif/Frames/V3/238.png,V3,238.png,0,23.75
EmbryonVideoClassif/Frames/V3/239.png,V3,239.png,0,23.75
EmbryonVideoClassif/Frames/V3/240.png,V3,240.png,0,23.75
EmbryonVideoClassif/Frames/V3/241.png,V3,241.png,0,23.75
EmbryonVideoClassif/Frames/V3/242.png,V3,242.png,0,23.75
EmbryonVideoClassif/Frames/V3/243.png,V3,243.png,0,23.75
EmbryonVideoClassif/Frames/V3/244.png,V3,244.png,0,23.75
EmbryonVideoClassif/Frames/V3/245.png,V3,245.png,0,23.75
EmbryonVideoClassif/Frames/V3/246.png,V3,246.png,0,23.75
EmbryonVideoClassif/Frames/V3/247.png,V3,247.png,0,23.75
EmbryonVideoClassif/Frames/V3/248.png,V3,248.png,0,23.75
EmbryonVideoClassif/Frames/V3/249.png,V3,249.png,0,23.75
EmbryonVideoClassif/Frames/V3/250.png,V3,250.png,0,23.75
EmbryonVideoClassif/Frames/V3/251.png,V3,251.png,0,23.75
EmbryonVideoClassif/Frames/V3/252.png,V3,252.png,0,23.75
EmbryonVideoClassif/Frames/V3/253.png,V3,253.png,0,23.75
EmbryonVideoClassif/Frames/V3/254.png,V3,254.png,0,23.75
EmbryonVideoClassif/Frames/V3/255.png,V3,255.png,0,23.75
EmbryonVideoClassif/Frames/V3/256.png,V3,256.png,0,23.75
EmbryonVideoClassif/Frames/V3/257.png,V3,257.png,0,23.75
EmbryonVideoClassif/Frames/V3/258.png,V3,258.png,0,23.75
EmbryonVideoClassif/Frames/V3/259.png,V3,259.png,0,23.75
EmbryonVideoClassif/Frames/V3/260.png,V3,260.png,0,23.75
EmbryonVideoClassif/Frames/V3/261.png,V3,261.png,0,23.75
EmbryonVideoClassif/Frames/V3/262.png,V3,262.png,0,23.75
EmbryonVideoClassif/Frames/V3/263.png,V3,263.png,0,23.75
EmbryonVideoClassif/Frames/V3/264.png,V3,264.png,0,23.75
EmbryonVideoClassif/Frames/V3/265.png,V3,265.png,0,23.75
EmbryonVideoClassif/Frames/V3/266.png,V3,266.png,0,23.75
EmbryonVideoClassif/Frames/V3/267.png,V3,267.png,0,23.75
EmbryonVideoClassif/Frames/V3/268.png,V3,268.png,0,23.75
EmbryonVideoClassif/Frames/V3/269.png,V3,269.png,0,23.75
EmbryonVideoClassif/Frames/V3/270.png,V3,270.png,0,23.75
EmbryonVideoClassif/Frames/V3/271.png,V3,271.png,0,23.75
EmbryonVideoClassif/Frames/V3/272.png,V3,272.png,0,23.75
EmbryonVideoClassif/Frames/V3/273.png,V3,273.png,0,23.75
EmbryonVideoClassif/Frames/V3/274.png,V3,274.png,0,23.75
EmbryonVideoClassif/Frames/V3/275.png,V3,275.png,0,23.75
EmbryonVideoClassif/Frames/V3/276.png,V3,276.png,0,23.75
EmbryonVideoClassif/Frames/V3/277.png,V3,277.png,0,23.75
EmbryonVideoClassif/Frames/V3/278.png,V3,278.png,0,23.75
EmbryonVideoClassif/Frames/V3/279.png,V3,279.png,0,23.75
EmbryonVideoClassif/Frames/V3/280.png,V3,280.png,0,23.75
EmbryonVideoClassif/Frames/V3/281.png,V3,281.png,0,23.75
EmbryonVideoClassif/Frames/V3/282.png,V3,282.png,0,23.75
EmbryonVideoClassif/Frames/V3/283.png,V3,283.png,0,23.75
EmbryonVideoClassif/Frames/V3/284.png,V3,284.png,0,23.75
EmbryonVideoClassif/Frames/V3/285.png,V3,285.png,0,23.75
EmbryonVideoClassif/Frames/V3/286.png,V3,286.png,0,23.75
EmbryonVideoClassif/Frames/V3/287.png,V3,287.png,0,23.75
EmbryonVideoClassif/Frames/V3/288.png,V3,288.png,0,23.75
EmbryonVideoClassif/Frames/V3/289.png,V3,289.png,0,23.75
EmbryonVideoClassif/Frames/V3/290.png,V3,290.png,0,23.75
EmbryonVideoClassif/Frames/V3/291.png,V3,291.png,0,23.75
EmbryonVideoClassif/Frames/V3/292.png,V3,292.png,0,23.75
EmbryonVideoClassif/Frames/V3/293.png,V3,293.png,0,23.75
EmbryonVideoClassif/Frames/V3/294.png,V3,294.png,0,23.75
EmbryonVideoClassif/Frames/V3/295.png,V3,295.png,0,23.75
EmbryonVideoClassif/Frames/V3/296.png,V3,296.png,0,23.75
EmbryonVideoClassif/Frames/V3/297.png,V3,297.png,0,23.75
EmbryonVideoClassif/Frames/V3/298.png,V3,298.png,0,23.75
EmbryonVideoClassif/Frames/V3/299.png,V3,299.png,0,23.75
EmbryonVideoClassif/Frames/V3/300.png,V3,300.png,0,23.75
EmbryonVideoClassif/Frames/V5/1.png,V5,1.png,1,23.75
EmbryonVideoClassif/Frames/V5/2.png,V5,2.png,1,23.75
EmbryonVideoClassif/Frames/V5/3.png,V5,3.png,1,23.75
EmbryonVideoClassif/Frames/V5/4.png,V5,4.png,1,23.75
EmbryonVideoClassif/Frames/V5/5.png,V5,5.png,1,23.75
EmbryonVideoClassif/Frames/V5/6.png,V5,6.png,1,23.75
EmbryonVideoClassif/Frames/V5/7.png,V5,7.png,1,23.75
EmbryonVideoClassif/Frames/V5/8.png,V5,8.png,1,23.75
EmbryonVideoClassif/Frames/V5/9.png,V5,9.png,1,23.75
EmbryonVideoClassif/Frames/V5/10.png,V5,10.png,1,23.75
EmbryonVideoClassif/Frames/V5/11.png,V5,11.png,1,23.75
EmbryonVideoClassif/Frames/V5/12.png,V5,12.png,1,23.75
EmbryonVideoClassif/Frames/V5/13.png,V5,13.png,1,23.75
EmbryonVideoClassif/Frames/V5/14.png,V5,14.png,1,23.75
EmbryonVideoClassif/Frames/V5/15.png,V5,15.png,1,23.75
EmbryonVideoClassif/Frames/V5/16.png,V5,16.png,1,23.75
EmbryonVideoClassif/Frames/V5/17.png,V5,17.png,1,23.75
EmbryonVideoClassif/Frames/V5/18.png,V5,18.png,1,23.75
EmbryonVideoClassif/Frames/V5/19.png,V5,19.png,1,23.75
EmbryonVideoClassif/Frames/V5/20.png,V5,20.png,1,23.75
EmbryonVideoClassif/Frames/V5/21.png,V5,21.png,1,23.75
EmbryonVideoClassif/Frames/V5/22.png,V5,22.png,1,23.75
EmbryonVideoClassif/Frames/V5/23.png,V5,23.png,1,23.75
EmbryonVideoClassif/Frames/V5/24.png,V5,24.png,1,23.75
EmbryonVideoClassif/Frames/V5/25.png,V5,25.png,1,23.75
EmbryonVideoClassif/Frames/V5/26.png,V5,26.png,1,23.75
EmbryonVideoClassif/Frames/V5/27.png,V5,27.png,1,23.75
EmbryonVideoClassif/Frames/V5/28.png,V5,28.png,1,23.75
EmbryonVideoClassif/Frames/V5/29.png,V5,29.png,1,23.75
EmbryonVideoClassif/Frames/V5/30.png,V5,30.png,1,23.75
EmbryonVideoClassif/Frames/V5/31.png,V5,31.png,1,23.75
EmbryonVideoClassif/Frames/V5/32.png,V5,32.png,1,23.75
EmbryonVideoClassif/Frames/V5/33.png,V5,33.png,1,23.75
EmbryonVideoClassif/Frames/V5/34.png,V5,34.png,1,23.75
EmbryonVideoClassif/Frames/V5/35.png,V5,35.png,1,23.75
EmbryonVideoClassif/Frames/V5/36.png,V5,36.png,1,23.75
EmbryonVideoClassif/Frames/V5/37.png,V5,37.png,1,23.75
EmbryonVideoClassif/Frames/V5/38.png,V5,38.png,1,23.75
EmbryonVideoClassif/Frames/V5/39.png,V5,39.png,1,23.75
EmbryonVideoClassif/Frames/V5/40.png,V5,40.png,1,23.75
EmbryonVideoClassif/Frames/V5/41.png,V5,41.png,1,23.75
EmbryonVideoClassif/Frames/V5/42.png,V5,42.png,1,23.75
EmbryonVideoClassif/Frames/V5/43.png,V5,43.png,1,23.75
EmbryonVideoClassif/Frames/V5/44.png,V5,44.png,1,23.75
EmbryonVideoClassif/Frames/V5/45.png,V5,45.png,1,23.75
EmbryonVideoClassif/Frames/V5/46.png,V5,46.png,1,23.75
EmbryonVideoClassif/Frames/V5/47.png,V5,47.png,1,23.75
EmbryonVideoClassif/Frames/V5/48.png,V5,48.png,1,23.75
EmbryonVideoClassif/Frames/V5/49.png,V5,49.png,1,23.75
EmbryonVideoClassif/Frames/V5/50.png,V5,50.png,1,23.75
EmbryonVideoClassif/Frames/V5/51.png,V5,51.png,1,23.75
EmbryonVideoClassif/Frames/V5/52.png,V5,52.png,1,23.75
EmbryonVideoClassif/Frames/V5/53.png,V5,53.png,1,23.75
EmbryonVideoClassif/Frames/V5/54.png,V5,54.png,1,23.75
EmbryonVideoClassif/Frames/V5/55.png,V5,55.png,1,23.75
EmbryonVideoClassif/Frames/V5/56.png,V5,56.png,1,23.75
EmbryonVideoClassif/Frames/V5/57.png,V5,57.png,1,23.75
EmbryonVideoClassif/Frames/V5/58.png,V5,58.png,1,23.75
EmbryonVideoClassif/Frames/V5/59.png,V5,59.png,1,23.75
EmbryonVideoClassif/Frames/V5/60.png,V5,60.png,1,23.75
EmbryonVideoClassif/Frames/V5/61.png,V5,61.png,1,23.75
EmbryonVideoClassif/Frames/V5/62.png,V5,62.png,1,23.75
EmbryonVideoClassif/Frames/V5/63.png,V5,63.png,1,23.75
EmbryonVideoClassif/Frames/V5/64.png,V5,64.png,1,23.75
EmbryonVideoClassif/Frames/V5/65.png,V5,65.png,1,23.75
EmbryonVideoClassif/Frames/V5/66.png,V5,66.png,1,23.75
EmbryonVideoClassif/Frames/V5/67.png,V5,67.png,1,23.75
EmbryonVideoClassif/Frames/V5/68.png,V5,68.png,1,23.75
EmbryonVideoClassif/Frames/V5/69.png,V5,69.png,1,23.75
EmbryonVideoClassif/Frames/V5/70.png,V5,70.png,1,23.75
EmbryonVideoClassif/Frames/V5/71.png,V5,71.png,1,23.75
EmbryonVideoClassif/Frames/V5/72.png,V5,72.png,1,23.75
EmbryonVideoClassif/Frames/V5/73.png,V5,73.png,1,23.75
EmbryonVideoClassif/Frames/V5/74.png,V5,74.png,1,23.75
EmbryonVideoClassif/Frames/V5/75.png,V5,75.png,1,23.75
EmbryonVideoClassif/Frames/V5/76.png,V5,76.png,1,23.75
EmbryonVideoClassif/Frames/V5/77.png,V5,77.png,1,23.75
EmbryonVideoClassif/Frames/V5/78.png,V5,78.png,1,23.75
EmbryonVideoClassif/Frames/V5/79.png,V5,79.png,1,23.75
EmbryonVideoClassif/Frames/V5/80.png,V5,80.png,1,23.75
EmbryonVideoClassif/Frames/V5/81.png,V5,81.png,1,23.75
EmbryonVideoClassif/Frames/V5/82.png,V5,82.png,1,23.75
EmbryonVideoClassif/Frames/V5/83.png,V5,83.png,1,23.75
EmbryonVideoClassif/Frames/V5/84.png,V5,84.png,1,23.75
EmbryonVideoClassif/Frames/V5/85.png,V5,85.png,1,23.75
EmbryonVideoClassif/Frames/V5/86.png,V5,86.png,1,23.75
EmbryonVideoClassif/Frames/V5/87.png,V5,87.png,1,23.75
