,Class,VideoIdx,Image,FrameIdx,t0
50,1,V2,EmbryonVideoClassif/Frames/V2/51.png,51.png,23.75
51,1,V2,EmbryonVideoClassif/Frames/V2/52.png,52.png,23.75
52,1,V2,EmbryonVideoClassif/Frames/V2/53.png,53.png,23.75
53,1,V2,EmbryonVideoClassif/Frames/V2/54.png,54.png,23.75
54,1,V2,EmbryonVideoClassif/Frames/V2/55.png,55.png,23.75
55,1,V2,EmbryonVideoClassif/Frames/V2/56.png,56.png,23.75
56,1,V2,EmbryonVideoClassif/Frames/V2/57.png,57.png,23.75
57,1,V2,EmbryonVideoClassif/Frames/V2/58.png,58.png,23.75
58,1,V2,EmbryonVideoClassif/Frames/V2/59.png,59.png,23.75
59,1,V2,EmbryonVideoClassif/Frames/V2/60.png,60.png,23.75
60,1,V2,EmbryonVideoClassif/Frames/V2/61.png,61.png,23.75
61,1,V2,EmbryonVideoClassif/Frames/V2/62.png,62.png,23.75
62,1,V2,EmbryonVideoClassif/Frames/V2/63.png,63.png,23.75
63,1,V2,EmbryonVideoClassif/Frames/V2/64.png,64.png,23.75
64,1,V2,EmbryonVideoClassif/Frames/V2/65.png,65.png,23.75
65,1,V2,EmbryonVideoClassif/Frames/V2/66.png,66.png,23.75
66,1,V2,EmbryonVideoClassif/Frames/V2/67.png,67.png,23.75
67,1,V2,EmbryonVideoClassif/Frames/V2/68.png,68.png,23.75
68,1,V2,EmbryonVideoClassif/Frames/V2/69.png,69.png,23.75
69,1,V2,EmbryonVideoClassif/Frames/V2/70.png,70.png,23.75
70,1,V2,EmbryonVideoClassif/Frames/V2/71.png,71.png,23.75
71,1,V2,EmbryonVideoClassif/Frames/V2/72.png,72.png,23.75
72,1,V2,EmbryonVideoClassif/Frames/V2/73.png,73.png,23.75
73,1,V2,EmbryonVideoClassif/Frames/V2/74.png,74.png,23.75
74,1,V2,EmbryonVideoClassif/Frames/V2/75.png,75.png,23.75
75,1,V2,EmbryonVideoClassif/Frames/V2/76.png,76.png,23.75
76,1,V2,EmbryonVideoClassif/Frames/V2/77.png,77.png,23.75
77,1,V2,EmbryonVideoClassif/Frames/V2/78.png,78.png,23.75
78,1,V2,EmbryonVideoClassif/Frames/V2/79.png,79.png,23.75
79,1,V2,EmbryonVideoClassif/Frames/V2/80.png,80.png,23.75
80,1,V2,EmbryonVideoClassif/Frames/V2/81.png,81.png,23.75
81,1,V2,EmbryonVideoClassif/Frames/V2/82.png,82.png,23.75
82,1,V2,EmbryonVideoClassif/Frames/V2/83.png,83.png,23.75
83,1,V2,EmbryonVideoClassif/Frames/V2/84.png,84.png,23.75
84,1,V2,EmbryonVideoClassif/Frames/V2/85.png,85.png,23.75
85,1,V2,EmbryonVideoClassif/Frames/V2/86.png,86.png,23.75
86,1,V2,EmbryonVideoClassif/Frames/V2/87.png,87.png,23.75
87,1,V2,EmbryonVideoClassif/Frames/V2/88.png,88.png,23.75
88,1,V2,EmbryonVideoClassif/Frames/V2/89.png,89.png,23.75
89,1,V2,EmbryonVideoClassif/Frames/V2/90.png,90.png,23.75
90,1,V2,EmbryonVideoClassif/Frames/V2/91.png,91.png,23.75
91,1,V2,EmbryonVideoClassif/Frames/V2/92.png,92.png,23.75
92,1,V2,EmbryonVideoClassif/Frames/V2/93.png,93.png,23.75
93,1,V2,EmbryonVideoClassif/Frames/V2/94.png,94.png,23.75
94,1,V2,EmbryonVideoClassif/Frames/V2/95.png,95.png,23.75
95,1,V2,EmbryonVideoClassif/Frames/V2/96.png,96.png,23.75
96,1,V2,EmbryonVideoClassif/Frames/V2/97.png,97.png,23.75
97,1,V2,EmbryonVideoClassif/Frames/V2/98.png,98.png,23.75
98,1,V2,EmbryonVideoClassif/Frames/V2/99.png,99.png,23.75
99,1,V2,EmbryonVideoClassif/Frames/V2/100.png,100.png,23.75
100,1,V2,EmbryonVideoClassif/Frames/V2/101.png,101.png,23.75
101,1,V2,EmbryonVideoClassif/Frames/V2/102.png,102.png,23.75
102,1,V2,EmbryonVideoClassif/Frames/V2/103.png,103.png,23.75
103,1,V2,EmbryonVideoClassif/Frames/V2/104.png,104.png,23.75
104,1,V2,EmbryonVideoClassif/Frames/V2/105.png,105.png,23.75
105,1,V2,EmbryonVideoClassif/Frames/V2/106.png,106.png,23.75
106,1,V2,EmbryonVideoClassif/Frames/V2/107.png,107.png,23.75
107,1,V2,EmbryonVideoClassif/Frames/V2/108.png,108.png,23.75
108,1,V2,EmbryonVideoClassif/Frames/V2/109.png,109.png,23.75
109,1,V2,EmbryonVideoClassif/Frames/V2/110.png,110.png,23.75
110,1,V2,EmbryonVideoClassif/Frames/V2/111.png,111.png,23.75
111,1,V2,EmbryonVideoClassif/Frames/V2/112.png,112.png,23.75
112,1,V2,EmbryonVideoClassif/Frames/V2/113.png,113.png,23.75
113,1,V2,EmbryonVideoClassif/Frames/V2/114.png,114.png,23.75
114,1,V2,EmbryonVideoClassif/Frames/V2/115.png,115.png,23.75
115,1,V2,EmbryonVideoClassif/Frames/V2/116.png,116.png,23.75
116,1,V2,EmbryonVideoClassif/Frames/V2/117.png,117.png,23.75
117,1,V2,EmbryonVideoClassif/Frames/V2/118.png,118.png,23.75
118,1,V2,EmbryonVideoClassif/Frames/V2/119.png,119.png,23.75
119,1,V2,EmbryonVideoClassif/Frames/V2/120.png,120.png,23.75
120,1,V2,EmbryonVideoClassif/Frames/V2/121.png,121.png,23.75
121,1,V2,EmbryonVideoClassif/Frames/V2/122.png,122.png,23.75
122,1,V2,EmbryonVideoClassif/Frames/V2/123.png,123.png,23.75
123,1,V2,EmbryonVideoClassif/Frames/V2/124.png,124.png,23.75
124,1,V2,EmbryonVideoClassif/Frames/V2/125.png,125.png,23.75
125,1,V2,EmbryonVideoClassif/Frames/V2/126.png,126.png,23.75
126,1,V2,EmbryonVideoClassif/Frames/V2/127.png,127.png,23.75
127,1,V2,EmbryonVideoClassif/Frames/V2/128.png,128.png,23.75
128,1,V2,EmbryonVideoClassif/Frames/V2/129.png,129.png,23.75
129,1,V2,EmbryonVideoClassif/Frames/V2/130.png,130.png,23.75
130,1,V2,EmbryonVideoClassif/Frames/V2/131.png,131.png,23.75
131,1,V2,EmbryonVideoClassif/Frames/V2/132.png,132.png,23.75
132,1,V2,EmbryonVideoClassif/Frames/V2/133.png,133.png,23.75
133,1,V2,EmbryonVideoClassif/Frames/V2/134.png,134.png,23.75
134,1,V2,EmbryonVideoClassif/Frames/V2/135.png,135.png,23.75
135,1,V2,EmbryonVideoClassif/Frames/V2/136.png,136.png,23.75
136,1,V2,EmbryonVideoClassif/Frames/V2/137.png,137.png,23.75
137,1,V2,EmbryonVideoClassif/Frames/V2/138.png,138.png,23.75
138,1,V2,EmbryonVideoClassif/Frames/V2/139.png,139.png,23.75
139,1,V2,EmbryonVideoClassif/Frames/V2/140.png,140.png,23.75
140,1,V2,EmbryonVideoClassif/Frames/V2/141.png,141.png,23.75
141,1,V2,EmbryonVideoClassif/Frames/V2/142.png,142.png,23.75
142,1,V2,EmbryonVideoClassif/Frames/V2/143.png,143.png,23.75
143,1,V2,EmbryonVideoClassif/Frames/V2/144.png,144.png,23.75
144,1,V2,EmbryonVideoClassif/Frames/V2/145.png,145.png,23.75
145,1,V2,EmbryonVideoClassif/Frames/V2/146.png,146.png,23.75
146,1,V2,EmbryonVideoClassif/Frames/V2/147.png,147.png,23.75
147,1,V2,EmbryonVideoClassif/Frames/V2/148.png,148.png,23.75
148,1,V2,EmbryonVideoClassif/Frames/V2/149.png,149.png,23.75
149,1,V2,EmbryonVideoClassif/Frames/V2/150.png,150.png,23.75
150,1,V2,EmbryonVideoClassif/Frames/V2/151.png,151.png,23.75
151,1,V2,EmbryonVideoClassif/Frames/V2/152.png,152.png,23.75
152,1,V2,EmbryonVideoClassif/Frames/V2/153.png,153.png,23.75
153,1,V2,EmbryonVideoClassif/Frames/V2/154.png,154.png,23.75
154,1,V2,EmbryonVideoClassif/Frames/V2/155.png,155.png,23.75
155,1,V2,EmbryonVideoClassif/Frames/V2/156.png,156.png,23.75
156,1,V2,EmbryonVideoClassif/Frames/V2/157.png,157.png,23.75
157,1,V2,EmbryonVideoClassif/Frames/V2/158.png,158.png,23.75
158,1,V2,EmbryonVideoClassif/Frames/V2/159.png,159.png,23.75
159,1,V2,EmbryonVideoClassif/Frames/V2/160.png,160.png,23.75
160,1,V2,EmbryonVideoClassif/Frames/V2/161.png,161.png,23.75
161,1,V2,EmbryonVideoClassif/Frames/V2/162.png,162.png,23.75
162,1,V2,EmbryonVideoClassif/Frames/V2/163.png,163.png,23.75
163,1,V2,EmbryonVideoClassif/Frames/V2/164.png,164.png,23.75
164,1,V2,EmbryonVideoClassif/Frames/V2/165.png,165.png,23.75
165,1,V2,EmbryonVideoClassif/Frames/V2/166.png,166.png,23.75
166,1,V2,EmbryonVideoClassif/Frames/V2/167.png,167.png,23.75
167,1,V2,EmbryonVideoClassif/Frames/V2/168.png,168.png,23.75
168,1,V2,EmbryonVideoClassif/Frames/V2/169.png,169.png,23.75
169,1,V2,EmbryonVideoClassif/Frames/V2/170.png,170.png,23.75
170,1,V2,EmbryonVideoClassif/Frames/V2/171.png,171.png,23.75
171,1,V2,EmbryonVideoClassif/Frames/V2/172.png,172.png,23.75
172,1,V2,EmbryonVideoClassif/Frames/V2/173.png,173.png,23.75
173,1,V2,EmbryonVideoClassif/Frames/V2/174.png,174.png,23.75
174,1,V2,EmbryonVideoClassif/Frames/V2/175.png,175.png,23.75
175,1,V2,EmbryonVideoClassif/Frames/V2/176.png,176.png,23.75
176,1,V2,EmbryonVideoClassif/Frames/V2/177.png,177.png,23.75
177,1,V2,EmbryonVideoClassif/Frames/V2/178.png,178.png,23.75
178,1,V2,EmbryonVideoClassif/Frames/V2/179.png,179.png,23.75
179,1,V2,EmbryonVideoClassif/Frames/V2/180.png,180.png,23.75
180,1,V2,EmbryonVideoClassif/Frames/V2/181.png,181.png,23.75
181,1,V2,EmbryonVideoClassif/Frames/V2/182.png,182.png,23.75
182,1,V2,EmbryonVideoClassif/Frames/V2/183.png,183.png,23.75
183,1,V2,EmbryonVideoClassif/Frames/V2/184.png,184.png,23.75
184,1,V2,EmbryonVideoClassif/Frames/V2/185.png,185.png,23.75
185,1,V2,EmbryonVideoClassif/Frames/V2/186.png,186.png,23.75
186,1,V2,EmbryonVideoClassif/Frames/V2/187.png,187.png,23.75
187,1,V2,EmbryonVideoClassif/Frames/V2/188.png,188.png,23.75
188,1,V2,EmbryonVideoClassif/Frames/V2/189.png,189.png,23.75
189,1,V2,EmbryonVideoClassif/Frames/V2/190.png,190.png,23.75
190,1,V2,EmbryonVideoClassif/Frames/V2/191.png,191.png,23.75
191,1,V2,EmbryonVideoClassif/Frames/V2/192.png,192.png,23.75
192,1,V2,EmbryonVideoClassif/Frames/V2/193.png,193.png,23.75
193,1,V2,EmbryonVideoClassif/Frames/V2/194.png,194.png,23.75
194,1,V2,EmbryonVideoClassif/Frames/V2/195.png,195.png,23.75
195,1,V2,EmbryonVideoClassif/Frames/V2/196.png,196.png,23.75
196,1,V2,EmbryonVideoClassif/Frames/V2/197.png,197.png,23.75
197,1,V2,EmbryonVideoClassif/Frames/V2/198.png,198.png,23.75
198,1,V2,EmbryonVideoClassif/Frames/V2/199.png,199.png,23.75
199,1,V2,EmbryonVideoClassif/Frames/V2/200.png,200.png,23.75
200,1,V2,EmbryonVideoClassif/Frames/V2/201.png,201.png,23.75
201,1,V2,EmbryonVideoClassif/Frames/V2/202.png,202.png,23.75
202,1,V2,EmbryonVideoClassif/Frames/V2/203.png,203.png,23.75
203,1,V2,EmbryonVideoClassif/Frames/V2/204.png,204.png,23.75
204,1,V2,EmbryonVideoClassif/Frames/V2/205.png,205.png,23.75
205,1,V2,EmbryonVideoClassif/Frames/V2/206.png,206.png,23.75
206,1,V2,EmbryonVideoClassif/Frames/V2/207.png,207.png,23.75
207,1,V2,EmbryonVideoClassif/Frames/V2/208.png,208.png,23.75
208,1,V2,EmbryonVideoClassif/Frames/V2/209.png,209.png,23.75
209,1,V2,EmbryonVideoClassif/Frames/V2/210.png,210.png,23.75
210,1,V2,EmbryonVideoClassif/Frames/V2/211.png,211.png,23.75
211,1,V2,EmbryonVideoClassif/Frames/V2/212.png,212.png,23.75
212,1,V2,EmbryonVideoClassif/Frames/V2/213.png,213.png,23.75
213,1,V2,EmbryonVideoClassif/Frames/V2/214.png,214.png,23.75
214,1,V2,EmbryonVideoClassif/Frames/V2/215.png,215.png,23.75
215,1,V2,EmbryonVideoClassif/Frames/V2/216.png,216.png,23.75
216,1,V2,EmbryonVideoClassif/Frames/V2/217.png,217.png,23.75
217,1,V2,EmbryonVideoClassif/Frames/V2/218.png,218.png,23.75
218,1,V2,EmbryonVideoClassif/Frames/V2/219.png,219.png,23.75
219,1,V2,EmbryonVideoClassif/Frames/V2/220.png,220.png,23.75
220,1,V2,EmbryonVideoClassif/Frames/V2/221.png,221.png,23.75
221,1,V2,EmbryonVideoClassif/Frames/V2/222.png,222.png,23.75
222,1,V2,EmbryonVideoClassif/Frames/V2/223.png,223.png,23.75
223,1,V2,EmbryonVideoClassif/Frames/V2/224.png,224.png,23.75
224,1,V2,EmbryonVideoClassif/Frames/V2/225.png,225.png,23.75
225,1,V2,EmbryonVideoClassif/Frames/V2/226.png,226.png,23.75
226,1,V2,EmbryonVideoClassif/Frames/V2/227.png,227.png,23.75
227,1,V2,EmbryonVideoClassif/Frames/V2/228.png,228.png,23.75
228,1,V2,EmbryonVideoClassif/Frames/V2/229.png,229.png,23.75
229,1,V2,EmbryonVideoClassif/Frames/V2/230.png,230.png,23.75
230,1,V2,EmbryonVideoClassif/Frames/V2/231.png,231.png,23.75
231,1,V2,EmbryonVideoClassif/Frames/V2/232.png,232.png,23.75
232,1,V2,EmbryonVideoClassif/Frames/V2/233.png,233.png,23.75
233,1,V2,EmbryonVideoClassif/Frames/V2/234.png,234.png,23.75
234,1,V2,EmbryonVideoClassif/Frames/V2/235.png,235.png,23.75
235,1,V2,EmbryonVideoClassif/Frames/V2/236.png,236.png,23.75
236,1,V2,EmbryonVideoClassif/Frames/V2/237.png,237.png,23.75
237,1,V2,EmbryonVideoClassif/Frames/V2/238.png,238.png,23.75
238,1,V2,EmbryonVideoClassif/Frames/V2/239.png,239.png,23.75
239,1,V2,EmbryonVideoClassif/Frames/V2/240.png,240.png,23.75
240,1,V2,EmbryonVideoClassif/Frames/V2/241.png,241.png,23.75
241,1,V2,EmbryonVideoClassif/Frames/V2/242.png,242.png,23.75
242,1,V2,EmbryonVideoClassif/Frames/V2/243.png,243.png,23.75
243,1,V2,EmbryonVideoClassif/Frames/V2/244.png,244.png,23.75
244,1,V2,EmbryonVideoClassif/Frames/V2/245.png,245.png,23.75
245,1,V2,EmbryonVideoClassif/Frames/V2/246.png,246.png,23.75
246,1,V2,EmbryonVideoClassif/Frames/V2/247.png,247.png,23.75
247,1,V2,EmbryonVideoClassif/Frames/V2/248.png,248.png,23.75
248,1,V2,EmbryonVideoClassif/Frames/V2/249.png,249.png,23.75
249,1,V2,EmbryonVideoClassif/Frames/V2/250.png,250.png,23.75
250,1,V2,EmbryonVideoClassif/Frames/V2/251.png,251.png,23.75
251,1,V2,EmbryonVideoClassif/Frames/V2/252.png,252.png,23.75
252,1,V2,EmbryonVideoClassif/Frames/V2/253.png,253.png,23.75
253,1,V2,EmbryonVideoClassif/Frames/V2/254.png,254.png,23.75
254,1,V2,EmbryonVideoClassif/Frames/V2/255.png,255.png,23.75
255,1,V2,EmbryonVideoClassif/Frames/V2/256.png,256.png,23.75
256,1,V2,EmbryonVideoClassif/Frames/V2/257.png,257.png,23.75
257,1,V2,EmbryonVideoClassif/Frames/V2/258.png,258.png,23.75
258,1,V2,EmbryonVideoClassif/Frames/V2/259.png,259.png,23.75
259,1,V2,EmbryonVideoClassif/Frames/V2/260.png,260.png,23.75
260,1,V2,EmbryonVideoClassif/Frames/V2/261.png,261.png,23.75
261,1,V2,EmbryonVideoClassif/Frames/V2/262.png,262.png,23.75
262,1,V2,EmbryonVideoClassif/Frames/V2/263.png,263.png,23.75
263,1,V2,EmbryonVideoClassif/Frames/V2/264.png,264.png,23.75
264,1,V2,EmbryonVideoClassif/Frames/V2/265.png,265.png,23.75
265,1,V2,EmbryonVideoClassif/Frames/V2/266.png,266.png,23.75
266,1,V2,EmbryonVideoClassif/Frames/V2/267.png,267.png,23.75
267,1,V2,EmbryonVideoClassif/Frames/V2/268.png,268.png,23.75
268,1,V2,EmbryonVideoClassif/Frames/V2/269.png,269.png,23.75
269,1,V2,EmbryonVideoClassif/Frames/V2/270.png,270.png,23.75
270,1,V2,EmbryonVideoClassif/Frames/V2/271.png,271.png,23.75
271,1,V2,EmbryonVideoClassif/Frames/V2/272.png,272.png,23.75
272,1,V2,EmbryonVideoClassif/Frames/V2/273.png,273.png,23.75
273,1,V2,EmbryonVideoClassif/Frames/V2/274.png,274.png,23.75
274,1,V2,EmbryonVideoClassif/Frames/V2/275.png,275.png,23.75
275,1,V2,EmbryonVideoClassif/Frames/V2/276.png,276.png,23.75
276,1,V2,EmbryonVideoClassif/Frames/V2/277.png,277.png,23.75
277,1,V2,EmbryonVideoClassif/Frames/V2/278.png,278.png,23.75
278,1,V2,EmbryonVideoClassif/Frames/V2/279.png,279.png,23.75
279,1,V2,EmbryonVideoClassif/Frames/V2/280.png,280.png,23.75
280,1,V2,EmbryonVideoClassif/Frames/V2/281.png,281.png,23.75
281,1,V2,EmbryonVideoClassif/Frames/V2/282.png,282.png,23.75
282,1,V2,EmbryonVideoClassif/Frames/V2/283.png,283.png,23.75
283,1,V2,EmbryonVideoClassif/Frames/V2/284.png,284.png,23.75
284,1,V2,EmbryonVideoClassif/Frames/V2/285.png,285.png,23.75
285,1,V2,EmbryonVideoClassif/Frames/V2/286.png,286.png,23.75
286,1,V2,EmbryonVideoClassif/Frames/V2/287.png,287.png,23.75
287,1,V2,EmbryonVideoClassif/Frames/V2/288.png,288.png,23.75
288,1,V2,EmbryonVideoClassif/Frames/V2/289.png,289.png,23.75
289,1,V2,EmbryonVideoClassif/Frames/V2/290.png,290.png,23.75
290,1,V2,EmbryonVideoClassif/Frames/V2/291.png,291.png,23.75
291,1,V2,EmbryonVideoClassif/Frames/V2/292.png,292.png,23.75
292,1,V2,EmbryonVideoClassif/Frames/V2/293.png,293.png,23.75
293,1,V2,EmbryonVideoClassif/Frames/V2/294.png,294.png,23.75
294,1,V2,EmbryonVideoClassif/Frames/V2/295.png,295.png,23.75
295,1,V2,EmbryonVideoClassif/Frames/V2/296.png,296.png,23.75
296,1,V2,EmbryonVideoClassif/Frames/V2/297.png,297.png,23.75
297,1,V2,EmbryonVideoClassif/Frames/V2/298.png,298.png,23.75
298,1,V2,EmbryonVideoClassif/Frames/V2/299.png,299.png,23.75
299,1,V2,EmbryonVideoClassif/Frames/V2/300.png,300.png,23.75
300,1,V4,EmbryonVideoClassif/Frames/V4/1.png,1.png,23.75
301,1,V4,EmbryonVideoClassif/Frames/V4/2.png,2.png,23.75
302,1,V4,EmbryonVideoClassif/Frames/V4/3.png,3.png,23.75
303,1,V4,EmbryonVideoClassif/Frames/V4/4.png,4.png,23.75
304,1,V4,EmbryonVideoClassif/Frames/V4/5.png,5.png,23.75
305,1,V4,EmbryonVideoClassif/Frames/V4/6.png,6.png,23.75
306,1,V4,EmbryonVideoClassif/Frames/V4/7.png,7.png,23.75
307,1,V4,EmbryonVideoClassif/Frames/V4/8.png,8.png,23.75
308,1,V4,EmbryonVideoClassif/Frames/V4/9.png,9.png,23.75
309,1,V4,EmbryonVideoClassif/Frames/V4/10.png,10.png,23.75
310,1,V4,EmbryonVideoClassif/Frames/V4/11.png,11.png,23.75
311,1,V4,EmbryonVideoClassif/Frames/V4/12.png,12.png,23.75
312,1,V4,EmbryonVideoClassif/Frames/V4/13.png,13.png,23.75
313,1,V4,EmbryonVideoClassif/Frames/V4/14.png,14.png,23.75
314,1,V4,EmbryonVideoClassif/Frames/V4/15.png,15.png,23.75
315,1,V4,EmbryonVideoClassif/Frames/V4/16.png,16.png,23.75
316,1,V4,EmbryonVideoClassif/Frames/V4/17.png,17.png,23.75
317,1,V4,EmbryonVideoClassif/Frames/V4/18.png,18.png,23.75
318,1,V4,EmbryonVideoClassif/Frames/V4/19.png,19.png,23.75
319,1,V4,EmbryonVideoClassif/Frames/V4/20.png,20.png,23.75
320,1,V4,EmbryonVideoClassif/Frames/V4/21.png,21.png,23.75
321,1,V4,EmbryonVideoClassif/Frames/V4/22.png,22.png,23.75
322,1,V4,EmbryonVideoClassif/Frames/V4/23.png,23.png,23.75
323,1,V4,EmbryonVideoClassif/Frames/V4/24.png,24.png,23.75
324,1,V4,EmbryonVideoClassif/Frames/V4/25.png,25.png,23.75
325,1,V4,EmbryonVideoClassif/Frames/V4/26.png,26.png,23.75
326,1,V4,EmbryonVideoClassif/Frames/V4/27.png,27.png,23.75
327,1,V4,EmbryonVideoClassif/Frames/V4/28.png,28.png,23.75
328,1,V4,EmbryonVideoClassif/Frames/V4/29.png,29.png,23.75
329,1,V4,EmbryonVideoClassif/Frames/V4/30.png,30.png,23.75
330,1,V4,EmbryonVideoClassif/Frames/V4/31.png,31.png,23.75
331,1,V4,EmbryonVideoClassif/Frames/V4/32.png,32.png,23.75
332,1,V4,EmbryonVideoClassif/Frames/V4/33.png,33.png,23.75
333,1,V4,EmbryonVideoClassif/Frames/V4/34.png,34.png,23.75
334,1,V4,EmbryonVideoClassif/Frames/V4/35.png,35.png,23.75
335,1,V4,EmbryonVideoClassif/Frames/V4/36.png,36.png,23.75
336,1,V4,EmbryonVideoClassif/Frames/V4/37.png,37.png,23.75
337,1,V4,EmbryonVideoClassif/Frames/V4/38.png,38.png,23.75
338,1,V4,EmbryonVideoClassif/Frames/V4/39.png,39.png,23.75
339,1,V4,EmbryonVideoClassif/Frames/V4/40.png,40.png,23.75
340,1,V4,EmbryonVideoClassif/Frames/V4/41.png,41.png,23.75
341,1,V4,EmbryonVideoClassif/Frames/V4/42.png,42.png,23.75
342,1,V4,EmbryonVideoClassif/Frames/V4/43.png,43.png,23.75
343,1,V4,EmbryonVideoClassif/Frames/V4/44.png,44.png,23.75
344,1,V4,EmbryonVideoClassif/Frames/V4/45.png,45.png,23.75
345,1,V4,EmbryonVideoClassif/Frames/V4/46.png,46.png,23.75
346,1,V4,EmbryonVideoClassif/Frames/V4/47.png,47.png,23.75
347,1,V4,EmbryonVideoClassif/Frames/V4/48.png,48.png,23.75
348,1,V4,EmbryonVideoClassif/Frames/V4/49.png,49.png,23.75
349,1,V4,EmbryonVideoClassif/Frames/V4/50.png,50.png,23.75
350,1,V4,EmbryonVideoClassif/Frames/V4/51.png,51.png,23.75
351,1,V4,EmbryonVideoClassif/Frames/V4/52.png,52.png,23.75
352,1,V4,EmbryonVideoClassif/Frames/V4/53.png,53.png,23.75
353,1,V4,EmbryonVideoClassif/Frames/V4/54.png,54.png,23.75
354,1,V4,EmbryonVideoClassif/Frames/V4/55.png,55.png,23.75
355,1,V4,EmbryonVideoClassif/Frames/V4/56.png,56.png,23.75
356,1,V4,EmbryonVideoClassif/Frames/V4/57.png,57.png,23.75
357,1,V4,EmbryonVideoClassif/Frames/V4/58.png,58.png,23.75
358,1,V4,EmbryonVideoClassif/Frames/V4/59.png,59.png,23.75
359,1,V4,EmbryonVideoClassif/Frames/V4/60.png,60.png,23.75
360,1,V4,EmbryonVideoClassif/Frames/V4/61.png,61.png,23.75
361,1,V4,EmbryonVideoClassif/Frames/V4/62.png,62.png,23.75
362,1,V4,EmbryonVideoClassif/Frames/V4/63.png,63.png,23.75
363,1,V4,EmbryonVideoClassif/Frames/V4/64.png,64.png,23.75
364,1,V4,EmbryonVideoClassif/Frames/V4/65.png,65.png,23.75
365,1,V4,EmbryonVideoClassif/Frames/V4/66.png,66.png,23.75
366,1,V4,EmbryonVideoClassif/Frames/V4/67.png,67.png,23.75
