,Class,VideoIdx,Unnamed: 0,Image,FrameIdx,t0
74,1,V1,74,EmbryonVideoClassif/Frames/V1/75.png,75.png,23.75
75,1,V1,75,EmbryonVideoClassif/Frames/V1/76.png,76.png,23.75
76,1,V1,76,EmbryonVideoClassif/Frames/V1/77.png,77.png,23.75
77,1,V1,77,EmbryonVideoClassif/Frames/V1/78.png,78.png,23.75
78,1,V1,78,EmbryonVideoClassif/Frames/V1/79.png,79.png,23.75
79,1,V1,79,EmbryonVideoClassif/Frames/V1/80.png,80.png,23.75
80,1,V1,80,EmbryonVideoClassif/Frames/V1/81.png,81.png,23.75
81,1,V1,81,EmbryonVideoClassif/Frames/V1/82.png,82.png,23.75
82,1,V1,82,EmbryonVideoClassif/Frames/V1/83.png,83.png,23.75
83,1,V1,83,EmbryonVideoClassif/Frames/V1/84.png,84.png,23.75
84,1,V1,84,EmbryonVideoClassif/Frames/V1/85.png,85.png,23.75
85,1,V1,85,EmbryonVideoClassif/Frames/V1/86.png,86.png,23.75
86,1,V1,86,EmbryonVideoClassif/Frames/V1/87.png,87.png,23.75
87,1,V1,87,EmbryonVideoClassif/Frames/V1/88.png,88.png,23.75
88,1,V1,88,EmbryonVideoClassif/Frames/V1/89.png,89.png,23.75
89,1,V1,89,EmbryonVideoClassif/Frames/V1/90.png,90.png,23.75
90,1,V1,90,EmbryonVideoClassif/Frames/V1/91.png,91.png,23.75
91,1,V1,91,EmbryonVideoClassif/Frames/V1/92.png,92.png,23.75
92,1,V1,92,EmbryonVideoClassif/Frames/V1/93.png,93.png,23.75
93,1,V1,93,EmbryonVideoClassif/Frames/V1/94.png,94.png,23.75
94,1,V1,94,EmbryonVideoClassif/Frames/V1/95.png,95.png,23.75
95,1,V1,95,EmbryonVideoClassif/Frames/V1/96.png,96.png,23.75
96,1,V1,96,EmbryonVideoClassif/Frames/V1/97.png,97.png,23.75
97,1,V1,97,EmbryonVideoClassif/Frames/V1/98.png,98.png,23.75
98,1,V1,98,EmbryonVideoClassif/Frames/V1/99.png,99.png,23.75
99,1,V1,99,EmbryonVideoClassif/Frames/V1/100.png,100.png,23.75
100,1,V1,100,EmbryonVideoClassif/Frames/V1/101.png,101.png,23.75
101,1,V1,101,EmbryonVideoClassif/Frames/V1/102.png,102.png,23.75
102,1,V1,102,EmbryonVideoClassif/Frames/V1/103.png,103.png,23.75
103,1,V1,103,EmbryonVideoClassif/Frames/V1/104.png,104.png,23.75
104,1,V1,104,EmbryonVideoClassif/Frames/V1/105.png,105.png,23.75
105,1,V1,105,EmbryonVideoClassif/Frames/V1/106.png,106.png,23.75
106,1,V1,106,EmbryonVideoClassif/Frames/V1/107.png,107.png,23.75
107,1,V1,107,EmbryonVideoClassif/Frames/V1/108.png,108.png,23.75
108,1,V1,108,EmbryonVideoClassif/Frames/V1/109.png,109.png,23.75
109,1,V1,109,EmbryonVideoClassif/Frames/V1/110.png,110.png,23.75
110,1,V1,110,EmbryonVideoClassif/Frames/V1/111.png,111.png,23.75
111,1,V1,111,EmbryonVideoClassif/Frames/V1/112.png,112.png,23.75
112,1,V1,112,EmbryonVideoClassif/Frames/V1/113.png,113.png,23.75
113,1,V1,113,EmbryonVideoClassif/Frames/V1/114.png,114.png,23.75
114,1,V1,114,EmbryonVideoClassif/Frames/V1/115.png,115.png,23.75
115,1,V1,115,EmbryonVideoClassif/Frames/V1/116.png,116.png,23.75
116,1,V1,116,EmbryonVideoClassif/Frames/V1/117.png,117.png,23.75
117,1,V1,117,EmbryonVideoClassif/Frames/V1/118.png,118.png,23.75
118,1,V1,118,EmbryonVideoClassif/Frames/V1/119.png,119.png,23.75
119,1,V1,119,EmbryonVideoClassif/Frames/V1/120.png,120.png,23.75
120,1,V1,120,EmbryonVideoClassif/Frames/V1/121.png,121.png,23.75
121,1,V1,121,EmbryonVideoClassif/Frames/V1/122.png,122.png,23.75
122,1,V1,122,EmbryonVideoClassif/Frames/V1/123.png,123.png,23.75
123,1,V1,123,EmbryonVideoClassif/Frames/V1/124.png,124.png,23.75
124,1,V1,124,EmbryonVideoClassif/Frames/V1/125.png,125.png,23.75
125,1,V1,125,EmbryonVideoClassif/Frames/V1/126.png,126.png,23.75
126,1,V1,126,EmbryonVideoClassif/Frames/V1/127.png,127.png,23.75
127,1,V1,127,EmbryonVideoClassif/Frames/V1/128.png,128.png,23.75
128,1,V1,128,EmbryonVideoClassif/Frames/V1/129.png,129.png,23.75
129,1,V1,129,EmbryonVideoClassif/Frames/V1/130.png,130.png,23.75
130,1,V1,130,EmbryonVideoClassif/Frames/V1/131.png,131.png,23.75
131,1,V1,131,EmbryonVideoClassif/Frames/V1/132.png,132.png,23.75
132,1,V1,132,EmbryonVideoClassif/Frames/V1/133.png,133.png,23.75
133,1,V1,133,EmbryonVideoClassif/Frames/V1/134.png,134.png,23.75
134,1,V1,134,EmbryonVideoClassif/Frames/V1/135.png,135.png,23.75
135,1,V1,135,EmbryonVideoClassif/Frames/V1/136.png,136.png,23.75
136,1,V1,136,EmbryonVideoClassif/Frames/V1/137.png,137.png,23.75
137,1,V1,137,EmbryonVideoClassif/Frames/V1/138.png,138.png,23.75
138,1,V1,138,EmbryonVideoClassif/Frames/V1/139.png,139.png,23.75
139,1,V1,139,EmbryonVideoClassif/Frames/V1/140.png,140.png,23.75
140,1,V1,140,EmbryonVideoClassif/Frames/V1/141.png,141.png,23.75
141,1,V1,141,EmbryonVideoClassif/Frames/V1/142.png,142.png,23.75
142,1,V1,142,EmbryonVideoClassif/Frames/V1/143.png,143.png,23.75
143,1,V1,143,EmbryonVideoClassif/Frames/V1/144.png,144.png,23.75
144,1,V1,144,EmbryonVideoClassif/Frames/V1/145.png,145.png,23.75
145,1,V1,145,EmbryonVideoClassif/Frames/V1/146.png,146.png,23.75
146,1,V1,146,EmbryonVideoClassif/Frames/V1/147.png,147.png,23.75
147,1,V1,147,EmbryonVideoClassif/Frames/V1/148.png,148.png,23.75
148,1,V1,148,EmbryonVideoClassif/Frames/V1/149.png,149.png,23.75
149,1,V1,149,EmbryonVideoClassif/Frames/V1/150.png,150.png,23.75
150,1,V1,150,EmbryonVideoClassif/Frames/V1/151.png,151.png,23.75
151,1,V1,151,EmbryonVideoClassif/Frames/V1/152.png,152.png,23.75
152,1,V1,152,EmbryonVideoClassif/Frames/V1/153.png,153.png,23.75
153,1,V1,153,EmbryonVideoClassif/Frames/V1/154.png,154.png,23.75
154,1,V1,154,EmbryonVideoClassif/Frames/V1/155.png,155.png,23.75
155,1,V1,155,EmbryonVideoClassif/Frames/V1/156.png,156.png,23.75
156,1,V1,156,EmbryonVideoClassif/Frames/V1/157.png,157.png,23.75
157,1,V1,157,EmbryonVideoClassif/Frames/V1/158.png,158.png,23.75
158,1,V1,158,EmbryonVideoClassif/Frames/V1/159.png,159.png,23.75
159,1,V1,159,EmbryonVideoClassif/Frames/V1/160.png,160.png,23.75
160,1,V1,160,EmbryonVideoClassif/Frames/V1/161.png,161.png,23.75
161,1,V1,161,EmbryonVideoClassif/Frames/V1/162.png,162.png,23.75
162,1,V1,162,EmbryonVideoClassif/Frames/V1/163.png,163.png,23.75
163,1,V1,163,EmbryonVideoClassif/Frames/V1/164.png,164.png,23.75
164,1,V1,164,EmbryonVideoClassif/Frames/V1/165.png,165.png,23.75
165,1,V1,165,EmbryonVideoClassif/Frames/V1/166.png,166.png,23.75
166,1,V1,166,EmbryonVideoClassif/Frames/V1/167.png,167.png,23.75
167,1,V1,167,EmbryonVideoClassif/Frames/V1/168.png,168.png,23.75
168,1,V1,168,EmbryonVideoClassif/Frames/V1/169.png,169.png,23.75
169,1,V1,169,EmbryonVideoClassif/Frames/V1/170.png,170.png,23.75
170,1,V1,170,EmbryonVideoClassif/Frames/V1/171.png,171.png,23.75
171,1,V1,171,EmbryonVideoClassif/Frames/V1/172.png,172.png,23.75
172,1,V1,172,EmbryonVideoClassif/Frames/V1/173.png,173.png,23.75
173,1,V1,173,EmbryonVideoClassif/Frames/V1/174.png,174.png,23.75
174,1,V1,174,EmbryonVideoClassif/Frames/V1/175.png,175.png,23.75
175,1,V1,175,EmbryonVideoClassif/Frames/V1/176.png,176.png,23.75
176,1,V1,176,EmbryonVideoClassif/Frames/V1/177.png,177.png,23.75
177,1,V1,177,EmbryonVideoClassif/Frames/V1/178.png,178.png,23.75
178,1,V1,178,EmbryonVideoClassif/Frames/V1/179.png,179.png,23.75
179,1,V1,179,EmbryonVideoClassif/Frames/V1/180.png,180.png,23.75
180,1,V1,180,EmbryonVideoClassif/Frames/V1/181.png,181.png,23.75
181,1,V1,181,EmbryonVideoClassif/Frames/V1/182.png,182.png,23.75
182,1,V1,182,EmbryonVideoClassif/Frames/V1/183.png,183.png,23.75
183,1,V1,183,EmbryonVideoClassif/Frames/V1/184.png,184.png,23.75
184,1,V1,184,EmbryonVideoClassif/Frames/V1/185.png,185.png,23.75
185,1,V1,185,EmbryonVideoClassif/Frames/V1/186.png,186.png,23.75
186,1,V1,186,EmbryonVideoClassif/Frames/V1/187.png,187.png,23.75
187,1,V1,187,EmbryonVideoClassif/Frames/V1/188.png,188.png,23.75
188,1,V1,188,EmbryonVideoClassif/Frames/V1/189.png,189.png,23.75
189,1,V1,189,EmbryonVideoClassif/Frames/V1/190.png,190.png,23.75
190,1,V1,190,EmbryonVideoClassif/Frames/V1/191.png,191.png,23.75
191,1,V1,191,EmbryonVideoClassif/Frames/V1/192.png,192.png,23.75
192,1,V1,192,EmbryonVideoClassif/Frames/V1/193.png,193.png,23.75
193,1,V1,193,EmbryonVideoClassif/Frames/V1/194.png,194.png,23.75
194,1,V1,194,EmbryonVideoClassif/Frames/V1/195.png,195.png,23.75
195,1,V1,195,EmbryonVideoClassif/Frames/V1/196.png,196.png,23.75
196,1,V1,196,EmbryonVideoClassif/Frames/V1/197.png,197.png,23.75
197,1,V1,197,EmbryonVideoClassif/Frames/V1/198.png,198.png,23.75
198,1,V1,198,EmbryonVideoClassif/Frames/V1/199.png,199.png,23.75
199,1,V1,199,EmbryonVideoClassif/Frames/V1/200.png,200.png,23.75
200,1,V1,200,EmbryonVideoClassif/Frames/V1/201.png,201.png,23.75
201,1,V1,201,EmbryonVideoClassif/Frames/V1/202.png,202.png,23.75
202,1,V1,202,EmbryonVideoClassif/Frames/V1/203.png,203.png,23.75
203,1,V1,203,EmbryonVideoClassif/Frames/V1/204.png,204.png,23.75
204,1,V1,204,EmbryonVideoClassif/Frames/V1/205.png,205.png,23.75
205,1,V1,205,EmbryonVideoClassif/Frames/V1/206.png,206.png,23.75
206,1,V1,206,EmbryonVideoClassif/Frames/V1/207.png,207.png,23.75
207,1,V1,207,EmbryonVideoClassif/Frames/V1/208.png,208.png,23.75
208,1,V1,208,EmbryonVideoClassif/Frames/V1/209.png,209.png,23.75
209,1,V1,209,EmbryonVideoClassif/Frames/V1/210.png,210.png,23.75
210,1,V1,210,EmbryonVideoClassif/Frames/V1/211.png,211.png,23.75
211,1,V1,211,EmbryonVideoClassif/Frames/V1/212.png,212.png,23.75
212,1,V1,212,EmbryonVideoClassif/Frames/V1/213.png,213.png,23.75
213,1,V1,213,EmbryonVideoClassif/Frames/V1/214.png,214.png,23.75
214,1,V1,214,EmbryonVideoClassif/Frames/V1/215.png,215.png,23.75
215,1,V1,215,EmbryonVideoClassif/Frames/V1/216.png,216.png,23.75
216,1,V1,216,EmbryonVideoClassif/Frames/V1/217.png,217.png,23.75
217,1,V1,217,EmbryonVideoClassif/Frames/V1/218.png,218.png,23.75
218,1,V1,218,EmbryonVideoClassif/Frames/V1/219.png,219.png,23.75
219,1,V1,219,EmbryonVideoClassif/Frames/V1/220.png,220.png,23.75
220,1,V1,220,EmbryonVideoClassif/Frames/V1/221.png,221.png,23.75
221,1,V1,221,EmbryonVideoClassif/Frames/V1/222.png,222.png,23.75
222,1,V1,222,EmbryonVideoClassif/Frames/V1/223.png,223.png,23.75
223,1,V1,223,EmbryonVideoClassif/Frames/V1/224.png,224.png,23.75
224,1,V1,224,EmbryonVideoClassif/Frames/V1/225.png,225.png,23.75
225,1,V1,225,EmbryonVideoClassif/Frames/V1/226.png,226.png,23.75
226,1,V1,226,EmbryonVideoClassif/Frames/V1/227.png,227.png,23.75
227,1,V1,227,EmbryonVideoClassif/Frames/V1/228.png,228.png,23.75
228,1,V1,228,EmbryonVideoClassif/Frames/V1/229.png,229.png,23.75
229,1,V1,229,EmbryonVideoClassif/Frames/V1/230.png,230.png,23.75
230,1,V1,230,EmbryonVideoClassif/Frames/V1/231.png,231.png,23.75
231,1,V1,231,EmbryonVideoClassif/Frames/V1/232.png,232.png,23.75
232,1,V1,232,EmbryonVideoClassif/Frames/V1/233.png,233.png,23.75
233,1,V1,233,EmbryonVideoClassif/Frames/V1/234.png,234.png,23.75
234,1,V1,234,EmbryonVideoClassif/Frames/V1/235.png,235.png,23.75
235,1,V1,235,EmbryonVideoClassif/Frames/V1/236.png,236.png,23.75
236,1,V1,236,EmbryonVideoClassif/Frames/V1/237.png,237.png,23.75
237,1,V1,237,EmbryonVideoClassif/Frames/V1/238.png,238.png,23.75
238,1,V1,238,EmbryonVideoClassif/Frames/V1/239.png,239.png,23.75
239,1,V1,239,EmbryonVideoClassif/Frames/V1/240.png,240.png,23.75
240,1,V1,240,EmbryonVideoClassif/Frames/V1/241.png,241.png,23.75
241,1,V1,241,EmbryonVideoClassif/Frames/V1/242.png,242.png,23.75
242,1,V1,242,EmbryonVideoClassif/Frames/V1/243.png,243.png,23.75
243,1,V1,243,EmbryonVideoClassif/Frames/V1/244.png,244.png,23.75
244,1,V1,244,EmbryonVideoClassif/Frames/V1/245.png,245.png,23.75
245,1,V1,245,EmbryonVideoClassif/Frames/V1/246.png,246.png,23.75
246,1,V1,246,EmbryonVideoClassif/Frames/V1/247.png,247.png,23.75
247,1,V1,247,EmbryonVideoClassif/Frames/V1/248.png,248.png,23.75
248,1,V1,248,EmbryonVideoClassif/Frames/V1/249.png,249.png,23.75
249,1,V1,249,EmbryonVideoClassif/Frames/V1/250.png,250.png,23.75
250,1,V1,250,EmbryonVideoClassif/Frames/V1/251.png,251.png,23.75
251,1,V1,251,EmbryonVideoClassif/Frames/V1/252.png,252.png,23.75
252,1,V1,252,EmbryonVideoClassif/Frames/V1/253.png,253.png,23.75
253,1,V1,253,EmbryonVideoClassif/Frames/V1/254.png,254.png,23.75
254,1,V1,254,EmbryonVideoClassif/Frames/V1/255.png,255.png,23.75
255,1,V1,255,EmbryonVideoClassif/Frames/V1/256.png,256.png,23.75
256,1,V1,256,EmbryonVideoClassif/Frames/V1/257.png,257.png,23.75
257,1,V1,257,EmbryonVideoClassif/Frames/V1/258.png,258.png,23.75
258,1,V1,258,EmbryonVideoClassif/Frames/V1/259.png,259.png,23.75
259,1,V1,259,EmbryonVideoClassif/Frames/V1/260.png,260.png,23.75
260,1,V1,260,EmbryonVideoClassif/Frames/V1/261.png,261.png,23.75
261,1,V1,261,EmbryonVideoClassif/Frames/V1/262.png,262.png,23.75
262,1,V1,262,EmbryonVideoClassif/Frames/V1/263.png,263.png,23.75
263,1,V1,263,EmbryonVideoClassif/Frames/V1/264.png,264.png,23.75
264,1,V1,264,EmbryonVideoClassif/Frames/V1/265.png,265.png,23.75
265,1,V1,265,EmbryonVideoClassif/Frames/V1/266.png,266.png,23.75
266,1,V1,266,EmbryonVideoClassif/Frames/V1/267.png,267.png,23.75
267,1,V1,267,EmbryonVideoClassif/Frames/V1/268.png,268.png,23.75
268,1,V1,268,EmbryonVideoClassif/Frames/V1/269.png,269.png,23.75
269,1,V1,269,EmbryonVideoClassif/Frames/V1/270.png,270.png,23.75
270,1,V1,270,EmbryonVideoClassif/Frames/V1/271.png,271.png,23.75
271,1,V1,271,EmbryonVideoClassif/Frames/V1/272.png,272.png,23.75
272,1,V1,272,EmbryonVideoClassif/Frames/V1/273.png,273.png,23.75
273,1,V1,273,EmbryonVideoClassif/Frames/V1/274.png,274.png,23.75
274,1,V1,274,EmbryonVideoClassif/Frames/V1/275.png,275.png,23.75
275,1,V1,275,EmbryonVideoClassif/Frames/V1/276.png,276.png,23.75
276,1,V1,276,EmbryonVideoClassif/Frames/V1/277.png,277.png,23.75
277,1,V1,277,EmbryonVideoClassif/Frames/V1/278.png,278.png,23.75
278,1,V1,278,EmbryonVideoClassif/Frames/V1/279.png,279.png,23.75
279,1,V1,279,EmbryonVideoClassif/Frames/V1/280.png,280.png,23.75
280,1,V1,280,EmbryonVideoClassif/Frames/V1/281.png,281.png,23.75
281,1,V1,281,EmbryonVideoClassif/Frames/V1/282.png,282.png,23.75
282,1,V1,282,EmbryonVideoClassif/Frames/V1/283.png,283.png,23.75
283,1,V1,283,EmbryonVideoClassif/Frames/V1/284.png,284.png,23.75
284,1,V1,284,EmbryonVideoClassif/Frames/V1/285.png,285.png,23.75
285,1,V1,285,EmbryonVideoClassif/Frames/V1/286.png,286.png,23.75
286,1,V1,286,EmbryonVideoClassif/Frames/V1/287.png,287.png,23.75
287,1,V1,287,EmbryonVideoClassif/Frames/V1/288.png,288.png,23.75
288,1,V1,288,EmbryonVideoClassif/Frames/V1/289.png,289.png,23.75
289,1,V1,289,EmbryonVideoClassif/Frames/V1/290.png,290.png,23.75
290,1,V1,290,EmbryonVideoClassif/Frames/V1/291.png,291.png,23.75
291,1,V1,291,EmbryonVideoClassif/Frames/V1/292.png,292.png,23.75
292,1,V1,292,EmbryonVideoClassif/Frames/V1/293.png,293.png,23.75
293,1,V1,293,EmbryonVideoClassif/Frames/V1/294.png,294.png,23.75
294,1,V1,294,EmbryonVideoClassif/Frames/V1/295.png,295.png,23.75
295,1,V1,295,EmbryonVideoClassif/Frames/V1/296.png,296.png,23.75
296,1,V1,296,EmbryonVideoClassif/Frames/V1/297.png,297.png,23.75
297,1,V1,297,EmbryonVideoClassif/Frames/V1/298.png,298.png,23.75
298,1,V1,298,EmbryonVideoClassif/Frames/V1/299.png,299.png,23.75
299,1,V1,299,EmbryonVideoClassif/Frames/V1/300.png,300.png,23.75
300,1,V2,300,EmbryonVideoClassif/Frames/V2/1.png,1.png,23.75
301,1,V2,301,EmbryonVideoClassif/Frames/V2/2.png,2.png,23.75
302,1,V2,302,EmbryonVideoClassif/Frames/V2/3.png,3.png,23.75
303,1,V2,303,EmbryonVideoClassif/Frames/V2/4.png,4.png,23.75
304,1,V2,304,EmbryonVideoClassif/Frames/V2/5.png,5.png,23.75
305,1,V2,305,EmbryonVideoClassif/Frames/V2/6.png,6.png,23.75
306,1,V2,306,EmbryonVideoClassif/Frames/V2/7.png,7.png,23.75
307,1,V2,307,EmbryonVideoClassif/Frames/V2/8.png,8.png,23.75
308,1,V2,308,EmbryonVideoClassif/Frames/V2/9.png,9.png,23.75
309,1,V2,309,EmbryonVideoClassif/Frames/V2/10.png,10.png,23.75
310,1,V2,310,EmbryonVideoClassif/Frames/V2/11.png,11.png,23.75
311,1,V2,311,EmbryonVideoClassif/Frames/V2/12.png,12.png,23.75
312,1,V2,312,EmbryonVideoClassif/Frames/V2/13.png,13.png,23.75
313,1,V2,313,EmbryonVideoClassif/Frames/V2/14.png,14.png,23.75
314,1,V2,314,EmbryonVideoClassif/Frames/V2/15.png,15.png,23.75
315,1,V2,315,EmbryonVideoClassif/Frames/V2/16.png,16.png,23.75
316,1,V2,316,EmbryonVideoClassif/Frames/V2/17.png,17.png,23.75
317,1,V2,317,EmbryonVideoClassif/Frames/V2/18.png,18.png,23.75
318,1,V2,318,EmbryonVideoClassif/Frames/V2/19.png,19.png,23.75
319,1,V2,319,EmbryonVideoClassif/Frames/V2/20.png,20.png,23.75
320,1,V2,320,EmbryonVideoClassif/Frames/V2/21.png,21.png,23.75
321,1,V2,321,EmbryonVideoClassif/Frames/V2/22.png,22.png,23.75
322,1,V2,322,EmbryonVideoClassif/Frames/V2/23.png,23.png,23.75
323,1,V2,323,EmbryonVideoClassif/Frames/V2/24.png,24.png,23.75
324,1,V2,324,EmbryonVideoClassif/Frames/V2/25.png,25.png,23.75
325,1,V2,325,EmbryonVideoClassif/Frames/V2/26.png,26.png,23.75
326,1,V2,326,EmbryonVideoClassif/Frames/V2/27.png,27.png,23.75
327,1,V2,327,EmbryonVideoClassif/Frames/V2/28.png,28.png,23.75
328,1,V2,328,EmbryonVideoClassif/Frames/V2/29.png,29.png,23.75
329,1,V2,329,EmbryonVideoClassif/Frames/V2/30.png,30.png,23.75
330,1,V2,330,EmbryonVideoClassif/Frames/V2/31.png,31.png,23.75
331,1,V2,331,EmbryonVideoClassif/Frames/V2/32.png,32.png,23.75
332,1,V2,332,EmbryonVideoClassif/Frames/V2/33.png,33.png,23.75
333,1,V2,333,EmbryonVideoClassif/Frames/V2/34.png,34.png,23.75
334,1,V2,334,EmbryonVideoClassif/Frames/V2/35.png,35.png,23.75
335,1,V2,335,EmbryonVideoClassif/Frames/V2/36.png,36.png,23.75
336,1,V2,336,EmbryonVideoClassif/Frames/V2/37.png,37.png,23.75
337,1,V2,337,EmbryonVideoClassif/Frames/V2/38.png,38.png,23.75
338,1,V2,338,EmbryonVideoClassif/Frames/V2/39.png,39.png,23.75
339,1,V2,339,EmbryonVideoClassif/Frames/V2/40.png,40.png,23.75
340,1,V2,340,EmbryonVideoClassif/Frames/V2/41.png,41.png,23.75
341,1,V2,341,EmbryonVideoClassif/Frames/V2/42.png,42.png,23.75
342,1,V2,342,EmbryonVideoClassif/Frames/V2/43.png,43.png,23.75
343,1,V2,343,EmbryonVideoClassif/Frames/V2/44.png,44.png,23.75
344,1,V2,344,EmbryonVideoClassif/Frames/V2/45.png,45.png,23.75
345,1,V2,345,EmbryonVideoClassif/Frames/V2/46.png,46.png,23.75
346,1,V2,346,EmbryonVideoClassif/Frames/V2/47.png,47.png,23.75
347,1,V2,347,EmbryonVideoClassif/Frames/V2/48.png,48.png,23.75
