,VideoIdx,Class,Image,FrameIdx,t0
42,V1,1,EmbryonVideoClassif/Frames/V1/43.png,43.png,23.75
43,V1,1,EmbryonVideoClassif/Frames/V1/44.png,44.png,23.75
44,V1,1,EmbryonVideoClassif/Frames/V1/45.png,45.png,23.75
45,V1,1,EmbryonVideoClassif/Frames/V1/46.png,46.png,23.75
46,V1,1,EmbryonVideoClassif/Frames/V1/47.png,47.png,23.75
47,V1,1,EmbryonVideoClassif/Frames/V1/48.png,48.png,23.75
48,V1,1,EmbryonVideoClassif/Frames/V1/49.png,49.png,23.75
49,V1,1,EmbryonVideoClassif/Frames/V1/50.png,50.png,23.75
50,V1,1,EmbryonVideoClassif/Frames/V1/51.png,51.png,23.75
51,V1,1,EmbryonVideoClassif/Frames/V1/52.png,52.png,23.75
52,V1,1,EmbryonVideoClassif/Frames/V1/53.png,53.png,23.75
53,V1,1,EmbryonVideoClassif/Frames/V1/54.png,54.png,23.75
54,V1,1,EmbryonVideoClassif/Frames/V1/55.png,55.png,23.75
55,V1,1,EmbryonVideoClassif/Frames/V1/56.png,56.png,23.75
56,V1,1,EmbryonVideoClassif/Frames/V1/57.png,57.png,23.75
57,V1,1,EmbryonVideoClassif/Frames/V1/58.png,58.png,23.75
58,V1,1,EmbryonVideoClassif/Frames/V1/59.png,59.png,23.75
59,V1,1,EmbryonVideoClassif/Frames/V1/60.png,60.png,23.75
60,V1,1,EmbryonVideoClassif/Frames/V1/61.png,61.png,23.75
61,V1,1,EmbryonVideoClassif/Frames/V1/62.png,62.png,23.75
62,V1,1,EmbryonVideoClassif/Frames/V1/63.png,63.png,23.75
63,V1,1,EmbryonVideoClassif/Frames/V1/64.png,64.png,23.75
64,V1,1,EmbryonVideoClassif/Frames/V1/65.png,65.png,23.75
65,V1,1,EmbryonVideoClassif/Frames/V1/66.png,66.png,23.75
66,V1,1,EmbryonVideoClassif/Frames/V1/67.png,67.png,23.75
67,V1,1,EmbryonVideoClassif/Frames/V1/68.png,68.png,23.75
68,V1,1,EmbryonVideoClassif/Frames/V1/69.png,69.png,23.75
69,V1,1,EmbryonVideoClassif/Frames/V1/70.png,70.png,23.75
70,V1,1,EmbryonVideoClassif/Frames/V1/71.png,71.png,23.75
71,V1,1,EmbryonVideoClassif/Frames/V1/72.png,72.png,23.75
72,V1,1,EmbryonVideoClassif/Frames/V1/73.png,73.png,23.75
73,V1,1,EmbryonVideoClassif/Frames/V1/74.png,74.png,23.75
74,V1,1,EmbryonVideoClassif/Frames/V1/75.png,75.png,23.75
75,V1,1,EmbryonVideoClassif/Frames/V1/76.png,76.png,23.75
76,V1,1,EmbryonVideoClassif/Frames/V1/77.png,77.png,23.75
77,V1,1,EmbryonVideoClassif/Frames/V1/78.png,78.png,23.75
78,V1,1,EmbryonVideoClassif/Frames/V1/79.png,79.png,23.75
79,V1,1,EmbryonVideoClassif/Frames/V1/80.png,80.png,23.75
80,V1,1,EmbryonVideoClassif/Frames/V1/81.png,81.png,23.75
81,V1,1,EmbryonVideoClassif/Frames/V1/82.png,82.png,23.75
82,V1,1,EmbryonVideoClassif/Frames/V1/83.png,83.png,23.75
83,V1,1,EmbryonVideoClassif/Frames/V1/84.png,84.png,23.75
84,V1,1,EmbryonVideoClassif/Frames/V1/85.png,85.png,23.75
85,V1,1,EmbryonVideoClassif/Frames/V1/86.png,86.png,23.75
86,V1,1,EmbryonVideoClassif/Frames/V1/87.png,87.png,23.75
87,V1,1,EmbryonVideoClassif/Frames/V1/88.png,88.png,23.75
88,V1,1,EmbryonVideoClassif/Frames/V1/89.png,89.png,23.75
89,V1,1,EmbryonVideoClassif/Frames/V1/90.png,90.png,23.75
90,V1,1,EmbryonVideoClassif/Frames/V1/91.png,91.png,23.75
91,V1,1,EmbryonVideoClassif/Frames/V1/92.png,92.png,23.75
92,V1,1,EmbryonVideoClassif/Frames/V1/93.png,93.png,23.75
93,V1,1,EmbryonVideoClassif/Frames/V1/94.png,94.png,23.75
94,V1,1,EmbryonVideoClassif/Frames/V1/95.png,95.png,23.75
95,V1,1,EmbryonVideoClassif/Frames/V1/96.png,96.png,23.75
96,V1,1,EmbryonVideoClassif/Frames/V1/97.png,97.png,23.75
97,V1,1,EmbryonVideoClassif/Frames/V1/98.png,98.png,23.75
98,V1,1,EmbryonVideoClassif/Frames/V1/99.png,99.png,23.75
99,V1,1,EmbryonVideoClassif/Frames/V1/100.png,100.png,23.75
100,V1,1,EmbryonVideoClassif/Frames/V1/101.png,101.png,23.75
101,V1,1,EmbryonVideoClassif/Frames/V1/102.png,102.png,23.75
102,V1,1,EmbryonVideoClassif/Frames/V1/103.png,103.png,23.75
103,V1,1,EmbryonVideoClassif/Frames/V1/104.png,104.png,23.75
104,V1,1,EmbryonVideoClassif/Frames/V1/105.png,105.png,23.75
105,V1,1,EmbryonVideoClassif/Frames/V1/106.png,106.png,23.75
106,V1,1,EmbryonVideoClassif/Frames/V1/107.png,107.png,23.75
107,V1,1,EmbryonVideoClassif/Frames/V1/108.png,108.png,23.75
108,V1,1,EmbryonVideoClassif/Frames/V1/109.png,109.png,23.75
109,V1,1,EmbryonVideoClassif/Frames/V1/110.png,110.png,23.75
110,V1,1,EmbryonVideoClassif/Frames/V1/111.png,111.png,23.75
111,V1,1,EmbryonVideoClassif/Frames/V1/112.png,112.png,23.75
112,V1,1,EmbryonVideoClassif/Frames/V1/113.png,113.png,23.75
113,V1,1,EmbryonVideoClassif/Frames/V1/114.png,114.png,23.75
114,V1,1,EmbryonVideoClassif/Frames/V1/115.png,115.png,23.75
115,V1,1,EmbryonVideoClassif/Frames/V1/116.png,116.png,23.75
116,V1,1,EmbryonVideoClassif/Frames/V1/117.png,117.png,23.75
117,V1,1,EmbryonVideoClassif/Frames/V1/118.png,118.png,23.75
118,V1,1,EmbryonVideoClassif/Frames/V1/119.png,119.png,23.75
119,V1,1,EmbryonVideoClassif/Frames/V1/120.png,120.png,23.75
120,V1,1,EmbryonVideoClassif/Frames/V1/121.png,121.png,23.75
121,V1,1,EmbryonVideoClassif/Frames/V1/122.png,122.png,23.75
122,V1,1,EmbryonVideoClassif/Frames/V1/123.png,123.png,23.75
123,V1,1,EmbryonVideoClassif/Frames/V1/124.png,124.png,23.75
124,V1,1,EmbryonVideoClassif/Frames/V1/125.png,125.png,23.75
125,V1,1,EmbryonVideoClassif/Frames/V1/126.png,126.png,23.75
126,V1,1,EmbryonVideoClassif/Frames/V1/127.png,127.png,23.75
127,V1,1,EmbryonVideoClassif/Frames/V1/128.png,128.png,23.75
128,V1,1,EmbryonVideoClassif/Frames/V1/129.png,129.png,23.75
129,V1,1,EmbryonVideoClassif/Frames/V1/130.png,130.png,23.75
130,V1,1,EmbryonVideoClassif/Frames/V1/131.png,131.png,23.75
131,V1,1,EmbryonVideoClassif/Frames/V1/132.png,132.png,23.75
132,V1,1,EmbryonVideoClassif/Frames/V1/133.png,133.png,23.75
133,V1,1,EmbryonVideoClassif/Frames/V1/134.png,134.png,23.75
134,V1,1,EmbryonVideoClassif/Frames/V1/135.png,135.png,23.75
135,V1,1,EmbryonVideoClassif/Frames/V1/136.png,136.png,23.75
136,V1,1,EmbryonVideoClassif/Frames/V1/137.png,137.png,23.75
137,V1,1,EmbryonVideoClassif/Frames/V1/138.png,138.png,23.75
138,V1,1,EmbryonVideoClassif/Frames/V1/139.png,139.png,23.75
139,V1,1,EmbryonVideoClassif/Frames/V1/140.png,140.png,23.75
140,V1,1,EmbryonVideoClassif/Frames/V1/141.png,141.png,23.75
141,V1,1,EmbryonVideoClassif/Frames/V1/142.png,142.png,23.75
142,V1,1,EmbryonVideoClassif/Frames/V1/143.png,143.png,23.75
143,V1,1,EmbryonVideoClassif/Frames/V1/144.png,144.png,23.75
144,V1,1,EmbryonVideoClassif/Frames/V1/145.png,145.png,23.75
145,V1,1,EmbryonVideoClassif/Frames/V1/146.png,146.png,23.75
146,V1,1,EmbryonVideoClassif/Frames/V1/147.png,147.png,23.75
147,V1,1,EmbryonVideoClassif/Frames/V1/148.png,148.png,23.75
148,V1,1,EmbryonVideoClassif/Frames/V1/149.png,149.png,23.75
149,V1,1,EmbryonVideoClassif/Frames/V1/150.png,150.png,23.75
150,V1,1,EmbryonVideoClassif/Frames/V1/151.png,151.png,23.75
151,V1,1,EmbryonVideoClassif/Frames/V1/152.png,152.png,23.75
152,V1,1,EmbryonVideoClassif/Frames/V1/153.png,153.png,23.75
153,V1,1,EmbryonVideoClassif/Frames/V1/154.png,154.png,23.75
154,V1,1,EmbryonVideoClassif/Frames/V1/155.png,155.png,23.75
155,V1,1,EmbryonVideoClassif/Frames/V1/156.png,156.png,23.75
156,V1,1,EmbryonVideoClassif/Frames/V1/157.png,157.png,23.75
157,V1,1,EmbryonVideoClassif/Frames/V1/158.png,158.png,23.75
158,V1,1,EmbryonVideoClassif/Frames/V1/159.png,159.png,23.75
159,V1,1,EmbryonVideoClassif/Frames/V1/160.png,160.png,23.75
160,V1,1,EmbryonVideoClassif/Frames/V1/161.png,161.png,23.75
161,V1,1,EmbryonVideoClassif/Frames/V1/162.png,162.png,23.75
162,V1,1,EmbryonVideoClassif/Frames/V1/163.png,163.png,23.75
163,V1,1,EmbryonVideoClassif/Frames/V1/164.png,164.png,23.75
164,V1,1,EmbryonVideoClassif/Frames/V1/165.png,165.png,23.75
165,V1,1,EmbryonVideoClassif/Frames/V1/166.png,166.png,23.75
166,V1,1,EmbryonVideoClassif/Frames/V1/167.png,167.png,23.75
167,V1,1,EmbryonVideoClassif/Frames/V1/168.png,168.png,23.75
168,V1,1,EmbryonVideoClassif/Frames/V1/169.png,169.png,23.75
169,V1,1,EmbryonVideoClassif/Frames/V1/170.png,170.png,23.75
170,V1,1,EmbryonVideoClassif/Frames/V1/171.png,171.png,23.75
171,V1,1,EmbryonVideoClassif/Frames/V1/172.png,172.png,23.75
172,V1,1,EmbryonVideoClassif/Frames/V1/173.png,173.png,23.75
173,V1,1,EmbryonVideoClassif/Frames/V1/174.png,174.png,23.75
174,V1,1,EmbryonVideoClassif/Frames/V1/175.png,175.png,23.75
175,V1,1,EmbryonVideoClassif/Frames/V1/176.png,176.png,23.75
176,V1,1,EmbryonVideoClassif/Frames/V1/177.png,177.png,23.75
177,V1,1,EmbryonVideoClassif/Frames/V1/178.png,178.png,23.75
178,V1,1,EmbryonVideoClassif/Frames/V1/179.png,179.png,23.75
179,V1,1,EmbryonVideoClassif/Frames/V1/180.png,180.png,23.75
180,V1,1,EmbryonVideoClassif/Frames/V1/181.png,181.png,23.75
181,V1,1,EmbryonVideoClassif/Frames/V1/182.png,182.png,23.75
182,V1,1,EmbryonVideoClassif/Frames/V1/183.png,183.png,23.75
183,V1,1,EmbryonVideoClassif/Frames/V1/184.png,184.png,23.75
184,V1,1,EmbryonVideoClassif/Frames/V1/185.png,185.png,23.75
185,V1,1,EmbryonVideoClassif/Frames/V1/186.png,186.png,23.75
186,V1,1,EmbryonVideoClassif/Frames/V1/187.png,187.png,23.75
187,V1,1,EmbryonVideoClassif/Frames/V1/188.png,188.png,23.75
188,V1,1,EmbryonVideoClassif/Frames/V1/189.png,189.png,23.75
189,V1,1,EmbryonVideoClassif/Frames/V1/190.png,190.png,23.75
190,V1,1,EmbryonVideoClassif/Frames/V1/191.png,191.png,23.75
191,V1,1,EmbryonVideoClassif/Frames/V1/192.png,192.png,23.75
192,V1,1,EmbryonVideoClassif/Frames/V1/193.png,193.png,23.75
193,V1,1,EmbryonVideoClassif/Frames/V1/194.png,194.png,23.75
194,V1,1,EmbryonVideoClassif/Frames/V1/195.png,195.png,23.75
195,V1,1,EmbryonVideoClassif/Frames/V1/196.png,196.png,23.75
196,V1,1,EmbryonVideoClassif/Frames/V1/197.png,197.png,23.75
197,V1,1,EmbryonVideoClassif/Frames/V1/198.png,198.png,23.75
198,V1,1,EmbryonVideoClassif/Frames/V1/199.png,199.png,23.75
199,V1,1,EmbryonVideoClassif/Frames/V1/200.png,200.png,23.75
200,V1,1,EmbryonVideoClassif/Frames/V1/201.png,201.png,23.75
201,V1,1,EmbryonVideoClassif/Frames/V1/202.png,202.png,23.75
202,V1,1,EmbryonVideoClassif/Frames/V1/203.png,203.png,23.75
203,V1,1,EmbryonVideoClassif/Frames/V1/204.png,204.png,23.75
204,V1,1,EmbryonVideoClassif/Frames/V1/205.png,205.png,23.75
205,V1,1,EmbryonVideoClassif/Frames/V1/206.png,206.png,23.75
206,V1,1,EmbryonVideoClassif/Frames/V1/207.png,207.png,23.75
207,V1,1,EmbryonVideoClassif/Frames/V1/208.png,208.png,23.75
208,V1,1,EmbryonVideoClassif/Frames/V1/209.png,209.png,23.75
209,V1,1,EmbryonVideoClassif/Frames/V1/210.png,210.png,23.75
210,V1,1,EmbryonVideoClassif/Frames/V1/211.png,211.png,23.75
211,V1,1,EmbryonVideoClassif/Frames/V1/212.png,212.png,23.75
212,V1,1,EmbryonVideoClassif/Frames/V1/213.png,213.png,23.75
213,V1,1,EmbryonVideoClassif/Frames/V1/214.png,214.png,23.75
214,V1,1,EmbryonVideoClassif/Frames/V1/215.png,215.png,23.75
215,V1,1,EmbryonVideoClassif/Frames/V1/216.png,216.png,23.75
216,V1,1,EmbryonVideoClassif/Frames/V1/217.png,217.png,23.75
217,V1,1,EmbryonVideoClassif/Frames/V1/218.png,218.png,23.75
218,V1,1,EmbryonVideoClassif/Frames/V1/219.png,219.png,23.75
219,V1,1,EmbryonVideoClassif/Frames/V1/220.png,220.png,23.75
220,V1,1,EmbryonVideoClassif/Frames/V1/221.png,221.png,23.75
221,V1,1,EmbryonVideoClassif/Frames/V1/222.png,222.png,23.75
222,V1,1,EmbryonVideoClassif/Frames/V1/223.png,223.png,23.75
223,V1,1,EmbryonVideoClassif/Frames/V1/224.png,224.png,23.75
224,V1,1,EmbryonVideoClassif/Frames/V1/225.png,225.png,23.75
225,V1,1,EmbryonVideoClassif/Frames/V1/226.png,226.png,23.75
226,V1,1,EmbryonVideoClassif/Frames/V1/227.png,227.png,23.75
227,V1,1,EmbryonVideoClassif/Frames/V1/228.png,228.png,23.75
228,V1,1,EmbryonVideoClassif/Frames/V1/229.png,229.png,23.75
229,V1,1,EmbryonVideoClassif/Frames/V1/230.png,230.png,23.75
230,V1,1,EmbryonVideoClassif/Frames/V1/231.png,231.png,23.75
231,V1,1,EmbryonVideoClassif/Frames/V1/232.png,232.png,23.75
232,V1,1,EmbryonVideoClassif/Frames/V1/233.png,233.png,23.75
233,V1,1,EmbryonVideoClassif/Frames/V1/234.png,234.png,23.75
234,V1,1,EmbryonVideoClassif/Frames/V1/235.png,235.png,23.75
235,V1,1,EmbryonVideoClassif/Frames/V1/236.png,236.png,23.75
236,V1,1,EmbryonVideoClassif/Frames/V1/237.png,237.png,23.75
237,V1,1,EmbryonVideoClassif/Frames/V1/238.png,238.png,23.75
238,V1,1,EmbryonVideoClassif/Frames/V1/239.png,239.png,23.75
239,V1,1,EmbryonVideoClassif/Frames/V1/240.png,240.png,23.75
240,V1,1,EmbryonVideoClassif/Frames/V1/241.png,241.png,23.75
241,V1,1,EmbryonVideoClassif/Frames/V1/242.png,242.png,23.75
242,V1,1,EmbryonVideoClassif/Frames/V1/243.png,243.png,23.75
243,V1,1,EmbryonVideoClassif/Frames/V1/244.png,244.png,23.75
244,V1,1,EmbryonVideoClassif/Frames/V1/245.png,245.png,23.75
245,V1,1,EmbryonVideoClassif/Frames/V1/246.png,246.png,23.75
246,V1,1,EmbryonVideoClassif/Frames/V1/247.png,247.png,23.75
247,V1,1,EmbryonVideoClassif/Frames/V1/248.png,248.png,23.75
248,V1,1,EmbryonVideoClassif/Frames/V1/249.png,249.png,23.75
249,V1,1,EmbryonVideoClassif/Frames/V1/250.png,250.png,23.75
250,V1,1,EmbryonVideoClassif/Frames/V1/251.png,251.png,23.75
251,V1,1,EmbryonVideoClassif/Frames/V1/252.png,252.png,23.75
252,V1,1,EmbryonVideoClassif/Frames/V1/253.png,253.png,23.75
253,V1,1,EmbryonVideoClassif/Frames/V1/254.png,254.png,23.75
254,V1,1,EmbryonVideoClassif/Frames/V1/255.png,255.png,23.75
255,V1,1,EmbryonVideoClassif/Frames/V1/256.png,256.png,23.75
256,V1,1,EmbryonVideoClassif/Frames/V1/257.png,257.png,23.75
257,V1,1,EmbryonVideoClassif/Frames/V1/258.png,258.png,23.75
258,V1,1,EmbryonVideoClassif/Frames/V1/259.png,259.png,23.75
259,V1,1,EmbryonVideoClassif/Frames/V1/260.png,260.png,23.75
260,V1,1,EmbryonVideoClassif/Frames/V1/261.png,261.png,23.75
261,V1,1,EmbryonVideoClassif/Frames/V1/262.png,262.png,23.75
262,V1,1,EmbryonVideoClassif/Frames/V1/263.png,263.png,23.75
263,V1,1,EmbryonVideoClassif/Frames/V1/264.png,264.png,23.75
264,V1,1,EmbryonVideoClassif/Frames/V1/265.png,265.png,23.75
265,V1,1,EmbryonVideoClassif/Frames/V1/266.png,266.png,23.75
266,V1,1,EmbryonVideoClassif/Frames/V1/267.png,267.png,23.75
267,V1,1,EmbryonVideoClassif/Frames/V1/268.png,268.png,23.75
268,V1,1,EmbryonVideoClassif/Frames/V1/269.png,269.png,23.75
269,V1,1,EmbryonVideoClassif/Frames/V1/270.png,270.png,23.75
270,V1,1,EmbryonVideoClassif/Frames/V1/271.png,271.png,23.75
271,V1,1,EmbryonVideoClassif/Frames/V1/272.png,272.png,23.75
272,V1,1,EmbryonVideoClassif/Frames/V1/273.png,273.png,23.75
273,V1,1,EmbryonVideoClassif/Frames/V1/274.png,274.png,23.75
274,V1,1,EmbryonVideoClassif/Frames/V1/275.png,275.png,23.75
275,V1,1,EmbryonVideoClassif/Frames/V1/276.png,276.png,23.75
276,V1,1,EmbryonVideoClassif/Frames/V1/277.png,277.png,23.75
277,V1,1,EmbryonVideoClassif/Frames/V1/278.png,278.png,23.75
278,V1,1,EmbryonVideoClassif/Frames/V1/279.png,279.png,23.75
279,V1,1,EmbryonVideoClassif/Frames/V1/280.png,280.png,23.75
280,V1,1,EmbryonVideoClassif/Frames/V1/281.png,281.png,23.75
281,V1,1,EmbryonVideoClassif/Frames/V1/282.png,282.png,23.75
282,V1,1,EmbryonVideoClassif/Frames/V1/283.png,283.png,23.75
283,V1,1,EmbryonVideoClassif/Frames/V1/284.png,284.png,23.75
284,V1,1,EmbryonVideoClassif/Frames/V1/285.png,285.png,23.75
285,V1,1,EmbryonVideoClassif/Frames/V1/286.png,286.png,23.75
286,V1,1,EmbryonVideoClassif/Frames/V1/287.png,287.png,23.75
287,V1,1,EmbryonVideoClassif/Frames/V1/288.png,288.png,23.75
288,V1,1,EmbryonVideoClassif/Frames/V1/289.png,289.png,23.75
289,V1,1,EmbryonVideoClassif/Frames/V1/290.png,290.png,23.75
290,V1,1,EmbryonVideoClassif/Frames/V1/291.png,291.png,23.75
291,V1,1,EmbryonVideoClassif/Frames/V1/292.png,292.png,23.75
292,V1,1,EmbryonVideoClassif/Frames/V1/293.png,293.png,23.75
293,V1,1,EmbryonVideoClassif/Frames/V1/294.png,294.png,23.75
294,V1,1,EmbryonVideoClassif/Frames/V1/295.png,295.png,23.75
295,V1,1,EmbryonVideoClassif/Frames/V1/296.png,296.png,23.75
296,V1,1,EmbryonVideoClassif/Frames/V1/297.png,297.png,23.75
297,V1,1,EmbryonVideoClassif/Frames/V1/298.png,298.png,23.75
298,V1,1,EmbryonVideoClassif/Frames/V1/299.png,299.png,23.75
299,V1,1,EmbryonVideoClassif/Frames/V1/300.png,300.png,23.75
300,V2,1,EmbryonVideoClassif/Frames/V2/1.png,1.png,23.75
301,V2,1,EmbryonVideoClassif/Frames/V2/2.png,2.png,23.75
302,V2,1,EmbryonVideoClassif/Frames/V2/3.png,3.png,23.75
303,V2,1,EmbryonVideoClassif/Frames/V2/4.png,4.png,23.75
304,V2,1,EmbryonVideoClassif/Frames/V2/5.png,5.png,23.75
305,V2,1,EmbryonVideoClassif/Frames/V2/6.png,6.png,23.75
306,V2,1,EmbryonVideoClassif/Frames/V2/7.png,7.png,23.75
307,V2,1,EmbryonVideoClassif/Frames/V2/8.png,8.png,23.75
308,V2,1,EmbryonVideoClassif/Frames/V2/9.png,9.png,23.75
309,V2,1,EmbryonVideoClassif/Frames/V2/10.png,10.png,23.75
310,V2,1,EmbryonVideoClassif/Frames/V2/11.png,11.png,23.75
311,V2,1,EmbryonVideoClassif/Frames/V2/12.png,12.png,23.75
312,V2,1,EmbryonVideoClassif/Frames/V2/13.png,13.png,23.75
313,V2,1,EmbryonVideoClassif/Frames/V2/14.png,14.png,23.75
314,V2,1,EmbryonVideoClassif/Frames/V2/15.png,15.png,23.75
315,V2,1,EmbryonVideoClassif/Frames/V2/16.png,16.png,23.75
316,V2,1,EmbryonVideoClassif/Frames/V2/17.png,17.png,23.75
317,V2,1,EmbryonVideoClassif/Frames/V2/18.png,18.png,23.75
318,V2,1,EmbryonVideoClassif/Frames/V2/19.png,19.png,23.75
319,V2,1,EmbryonVideoClassif/Frames/V2/20.png,20.png,23.75
320,V2,1,EmbryonVideoClassif/Frames/V2/21.png,21.png,23.75
321,V2,1,EmbryonVideoClassif/Frames/V2/22.png,22.png,23.75
322,V2,1,EmbryonVideoClassif/Frames/V2/23.png,23.png,23.75
323,V2,1,EmbryonVideoClassif/Frames/V2/24.png,24.png,23.75
324,V2,1,EmbryonVideoClassif/Frames/V2/25.png,25.png,23.75
325,V2,1,EmbryonVideoClassif/Frames/V2/26.png,26.png,23.75
326,V2,1,EmbryonVideoClassif/Frames/V2/27.png,27.png,23.75
327,V2,1,EmbryonVideoClassif/Frames/V2/28.png,28.png,23.75
328,V2,1,EmbryonVideoClassif/Frames/V2/29.png,29.png,23.75
329,V2,1,EmbryonVideoClassif/Frames/V2/30.png,30.png,23.75
330,V2,1,EmbryonVideoClassif/Frames/V2/31.png,31.png,23.75
331,V2,1,EmbryonVideoClassif/Frames/V2/32.png,32.png,23.75
332,V2,1,EmbryonVideoClassif/Frames/V2/33.png,33.png,23.75
333,V2,1,EmbryonVideoClassif/Frames/V2/34.png,34.png,23.75
334,V2,1,EmbryonVideoClassif/Frames/V2/35.png,35.png,23.75
335,V2,1,EmbryonVideoClassif/Frames/V2/36.png,36.png,23.75
336,V2,1,EmbryonVideoClassif/Frames/V2/37.png,37.png,23.75
337,V2,1,EmbryonVideoClassif/Frames/V2/38.png,38.png,23.75
338,V2,1,EmbryonVideoClassif/Frames/V2/39.png,39.png,23.75
339,V2,1,EmbryonVideoClassif/Frames/V2/40.png,40.png,23.75
340,V2,1,EmbryonVideoClassif/Frames/V2/41.png,41.png,23.75
341,V2,1,EmbryonVideoClassif/Frames/V2/42.png,42.png,23.75
342,V2,1,EmbryonVideoClassif/Frames/V2/43.png,43.png,23.75
343,V2,1,EmbryonVideoClassif/Frames/V2/44.png,44.png,23.75
344,V2,1,EmbryonVideoClassif/Frames/V2/45.png,45.png,23.75
345,V2,1,EmbryonVideoClassif/Frames/V2/46.png,46.png,23.75
346,V2,1,EmbryonVideoClassif/Frames/V2/47.png,47.png,23.75
347,V2,1,EmbryonVideoClassif/Frames/V2/48.png,48.png,23.75
348,V2,1,EmbryonVideoClassif/Frames/V2/49.png,49.png,23.75
349,V2,1,EmbryonVideoClassif/Frames/V2/50.png,50.png,23.75
350,V2,1,EmbryonVideoClassif/Frames/V2/51.png,51.png,23.75
351,V2,1,EmbryonVideoClassif/Frames/V2/52.png,52.png,23.75
352,V2,1,EmbryonVideoClassif/Frames/V2/53.png,53.png,23.75
353,V2,1,EmbryonVideoClassif/Frames/V2/54.png,54.png,23.75
354,V2,1,EmbryonVideoClassif/Frames/V2/55.png,55.png,23.75
355,V2,1,EmbryonVideoClassif/Frames/V2/56.png,56.png,23.75
356,V2,1,EmbryonVideoClassif/Frames/V2/57.png,57.png,23.75
357,V2,1,EmbryonVideoClassif/Frames/V2/58.png,58.png,23.75
358,V2,1,EmbryonVideoClassif/Frames/V2/59.png,59.png,23.75
359,V2,1,EmbryonVideoClassif/Frames/V2/60.png,60.png,23.75
360,V2,1,EmbryonVideoClassif/Frames/V2/61.png,61.png,23.75
361,V2,1,EmbryonVideoClassif/Frames/V2/62.png,62.png,23.75
362,V2,1,EmbryonVideoClassif/Frames/V2/63.png,63.png,23.75
363,V2,1,EmbryonVideoClassif/Frames/V2/64.png,64.png,23.75
364,V2,1,EmbryonVideoClassif/Frames/V2/65.png,65.png,23.75
365,V2,1,EmbryonVideoClassif/Frames/V2/66.png,66.png,23.75
366,V2,1,EmbryonVideoClassif/Frames/V2/67.png,67.png,23.75
