,Class,VideoIdx,Image,FrameIdx,t0
63,7,V1,EmbryonVideoClassif/Frames/V1/64.png,64.png,23.75
64,7,V1,EmbryonVideoClassif/Frames/V1/65.png,65.png,23.75
65,7,V1,EmbryonVideoClassif/Frames/V1/66.png,66.png,23.75
66,7,V1,EmbryonVideoClassif/Frames/V1/67.png,67.png,23.75
67,7,V1,EmbryonVideoClassif/Frames/V1/68.png,68.png,23.75
68,7,V1,EmbryonVideoClassif/Frames/V1/69.png,69.png,23.75
69,7,V1,EmbryonVideoClassif/Frames/V1/70.png,70.png,23.75
70,7,V1,EmbryonVideoClassif/Frames/V1/71.png,71.png,23.75
71,7,V1,EmbryonVideoClassif/Frames/V1/72.png,72.png,23.75
72,7,V1,EmbryonVideoClassif/Frames/V1/73.png,73.png,23.75
73,7,V1,EmbryonVideoClassif/Frames/V1/74.png,74.png,23.75
74,7,V1,EmbryonVideoClassif/Frames/V1/75.png,75.png,23.75
75,7,V1,EmbryonVideoClassif/Frames/V1/76.png,76.png,23.75
76,7,V1,EmbryonVideoClassif/Frames/V1/77.png,77.png,23.75
77,7,V1,EmbryonVideoClassif/Frames/V1/78.png,78.png,23.75
78,7,V1,EmbryonVideoClassif/Frames/V1/79.png,79.png,23.75
79,7,V1,EmbryonVideoClassif/Frames/V1/80.png,80.png,23.75
80,7,V1,EmbryonVideoClassif/Frames/V1/81.png,81.png,23.75
81,7,V1,EmbryonVideoClassif/Frames/V1/82.png,82.png,23.75
82,7,V1,EmbryonVideoClassif/Frames/V1/83.png,83.png,23.75
83,7,V1,EmbryonVideoClassif/Frames/V1/84.png,84.png,23.75
84,7,V1,EmbryonVideoClassif/Frames/V1/85.png,85.png,23.75
85,7,V1,EmbryonVideoClassif/Frames/V1/86.png,86.png,23.75
86,7,V1,EmbryonVideoClassif/Frames/V1/87.png,87.png,23.75
87,7,V1,EmbryonVideoClassif/Frames/V1/88.png,88.png,23.75
88,7,V1,EmbryonVideoClassif/Frames/V1/89.png,89.png,23.75
89,7,V1,EmbryonVideoClassif/Frames/V1/90.png,90.png,23.75
90,7,V1,EmbryonVideoClassif/Frames/V1/91.png,91.png,23.75
91,7,V1,EmbryonVideoClassif/Frames/V1/92.png,92.png,23.75
92,7,V1,EmbryonVideoClassif/Frames/V1/93.png,93.png,23.75
93,7,V1,EmbryonVideoClassif/Frames/V1/94.png,94.png,23.75
94,7,V1,EmbryonVideoClassif/Frames/V1/95.png,95.png,23.75
95,7,V1,EmbryonVideoClassif/Frames/V1/96.png,96.png,23.75
96,7,V1,EmbryonVideoClassif/Frames/V1/97.png,97.png,23.75
97,7,V1,EmbryonVideoClassif/Frames/V1/98.png,98.png,23.75
98,7,V1,EmbryonVideoClassif/Frames/V1/99.png,99.png,23.75
99,7,V1,EmbryonVideoClassif/Frames/V1/100.png,100.png,23.75
100,7,V1,EmbryonVideoClassif/Frames/V1/101.png,101.png,23.75
101,7,V1,EmbryonVideoClassif/Frames/V1/102.png,102.png,23.75
102,7,V1,EmbryonVideoClassif/Frames/V1/103.png,103.png,23.75
103,7,V1,EmbryonVideoClassif/Frames/V1/104.png,104.png,23.75
104,7,V1,EmbryonVideoClassif/Frames/V1/105.png,105.png,23.75
105,7,V1,EmbryonVideoClassif/Frames/V1/106.png,106.png,23.75
106,7,V1,EmbryonVideoClassif/Frames/V1/107.png,107.png,23.75
107,7,V1,EmbryonVideoClassif/Frames/V1/108.png,108.png,23.75
108,7,V1,EmbryonVideoClassif/Frames/V1/109.png,109.png,23.75
109,7,V1,EmbryonVideoClassif/Frames/V1/110.png,110.png,23.75
110,7,V1,EmbryonVideoClassif/Frames/V1/111.png,111.png,23.75
111,7,V1,EmbryonVideoClassif/Frames/V1/112.png,112.png,23.75
112,7,V1,EmbryonVideoClassif/Frames/V1/113.png,113.png,23.75
113,7,V1,EmbryonVideoClassif/Frames/V1/114.png,114.png,23.75
114,7,V1,EmbryonVideoClassif/Frames/V1/115.png,115.png,23.75
115,7,V1,EmbryonVideoClassif/Frames/V1/116.png,116.png,23.75
116,7,V1,EmbryonVideoClassif/Frames/V1/117.png,117.png,23.75
117,7,V1,EmbryonVideoClassif/Frames/V1/118.png,118.png,23.75
118,7,V1,EmbryonVideoClassif/Frames/V1/119.png,119.png,23.75
119,7,V1,EmbryonVideoClassif/Frames/V1/120.png,120.png,23.75
120,7,V1,EmbryonVideoClassif/Frames/V1/121.png,121.png,23.75
121,7,V1,EmbryonVideoClassif/Frames/V1/122.png,122.png,23.75
122,7,V1,EmbryonVideoClassif/Frames/V1/123.png,123.png,23.75
123,7,V1,EmbryonVideoClassif/Frames/V1/124.png,124.png,23.75
124,7,V1,EmbryonVideoClassif/Frames/V1/125.png,125.png,23.75
125,7,V1,EmbryonVideoClassif/Frames/V1/126.png,126.png,23.75
126,7,V1,EmbryonVideoClassif/Frames/V1/127.png,127.png,23.75
127,7,V1,EmbryonVideoClassif/Frames/V1/128.png,128.png,23.75
128,7,V1,EmbryonVideoClassif/Frames/V1/129.png,129.png,23.75
129,7,V1,EmbryonVideoClassif/Frames/V1/130.png,130.png,23.75
130,7,V1,EmbryonVideoClassif/Frames/V1/131.png,131.png,23.75
131,7,V1,EmbryonVideoClassif/Frames/V1/132.png,132.png,23.75
132,7,V1,EmbryonVideoClassif/Frames/V1/133.png,133.png,23.75
133,7,V1,EmbryonVideoClassif/Frames/V1/134.png,134.png,23.75
134,7,V1,EmbryonVideoClassif/Frames/V1/135.png,135.png,23.75
135,7,V1,EmbryonVideoClassif/Frames/V1/136.png,136.png,23.75
136,7,V1,EmbryonVideoClassif/Frames/V1/137.png,137.png,23.75
137,7,V1,EmbryonVideoClassif/Frames/V1/138.png,138.png,23.75
138,7,V1,EmbryonVideoClassif/Frames/V1/139.png,139.png,23.75
139,7,V1,EmbryonVideoClassif/Frames/V1/140.png,140.png,23.75
140,7,V1,EmbryonVideoClassif/Frames/V1/141.png,141.png,23.75
141,7,V1,EmbryonVideoClassif/Frames/V1/142.png,142.png,23.75
142,7,V1,EmbryonVideoClassif/Frames/V1/143.png,143.png,23.75
143,7,V1,EmbryonVideoClassif/Frames/V1/144.png,144.png,23.75
144,7,V1,EmbryonVideoClassif/Frames/V1/145.png,145.png,23.75
145,7,V1,EmbryonVideoClassif/Frames/V1/146.png,146.png,23.75
146,7,V1,EmbryonVideoClassif/Frames/V1/147.png,147.png,23.75
147,7,V1,EmbryonVideoClassif/Frames/V1/148.png,148.png,23.75
148,7,V1,EmbryonVideoClassif/Frames/V1/149.png,149.png,23.75
149,7,V1,EmbryonVideoClassif/Frames/V1/150.png,150.png,23.75
150,7,V1,EmbryonVideoClassif/Frames/V1/151.png,151.png,23.75
151,7,V1,EmbryonVideoClassif/Frames/V1/152.png,152.png,23.75
152,7,V1,EmbryonVideoClassif/Frames/V1/153.png,153.png,23.75
153,7,V1,EmbryonVideoClassif/Frames/V1/154.png,154.png,23.75
154,7,V1,EmbryonVideoClassif/Frames/V1/155.png,155.png,23.75
155,7,V1,EmbryonVideoClassif/Frames/V1/156.png,156.png,23.75
156,7,V1,EmbryonVideoClassif/Frames/V1/157.png,157.png,23.75
157,7,V1,EmbryonVideoClassif/Frames/V1/158.png,158.png,23.75
158,7,V1,EmbryonVideoClassif/Frames/V1/159.png,159.png,23.75
159,7,V1,EmbryonVideoClassif/Frames/V1/160.png,160.png,23.75
160,7,V1,EmbryonVideoClassif/Frames/V1/161.png,161.png,23.75
161,7,V1,EmbryonVideoClassif/Frames/V1/162.png,162.png,23.75
162,7,V1,EmbryonVideoClassif/Frames/V1/163.png,163.png,23.75
163,7,V1,EmbryonVideoClassif/Frames/V1/164.png,164.png,23.75
164,7,V1,EmbryonVideoClassif/Frames/V1/165.png,165.png,23.75
165,7,V1,EmbryonVideoClassif/Frames/V1/166.png,166.png,23.75
166,7,V1,EmbryonVideoClassif/Frames/V1/167.png,167.png,23.75
167,7,V1,EmbryonVideoClassif/Frames/V1/168.png,168.png,23.75
168,7,V1,EmbryonVideoClassif/Frames/V1/169.png,169.png,23.75
169,7,V1,EmbryonVideoClassif/Frames/V1/170.png,170.png,23.75
170,7,V1,EmbryonVideoClassif/Frames/V1/171.png,171.png,23.75
171,7,V1,EmbryonVideoClassif/Frames/V1/172.png,172.png,23.75
172,7,V1,EmbryonVideoClassif/Frames/V1/173.png,173.png,23.75
173,7,V1,EmbryonVideoClassif/Frames/V1/174.png,174.png,23.75
174,7,V1,EmbryonVideoClassif/Frames/V1/175.png,175.png,23.75
175,7,V1,EmbryonVideoClassif/Frames/V1/176.png,176.png,23.75
176,7,V1,EmbryonVideoClassif/Frames/V1/177.png,177.png,23.75
177,7,V1,EmbryonVideoClassif/Frames/V1/178.png,178.png,23.75
178,7,V1,EmbryonVideoClassif/Frames/V1/179.png,179.png,23.75
179,7,V1,EmbryonVideoClassif/Frames/V1/180.png,180.png,23.75
180,7,V1,EmbryonVideoClassif/Frames/V1/181.png,181.png,23.75
181,7,V1,EmbryonVideoClassif/Frames/V1/182.png,182.png,23.75
182,7,V1,EmbryonVideoClassif/Frames/V1/183.png,183.png,23.75
183,7,V1,EmbryonVideoClassif/Frames/V1/184.png,184.png,23.75
184,7,V1,EmbryonVideoClassif/Frames/V1/185.png,185.png,23.75
185,7,V1,EmbryonVideoClassif/Frames/V1/186.png,186.png,23.75
186,7,V1,EmbryonVideoClassif/Frames/V1/187.png,187.png,23.75
187,7,V1,EmbryonVideoClassif/Frames/V1/188.png,188.png,23.75
188,7,V1,EmbryonVideoClassif/Frames/V1/189.png,189.png,23.75
189,7,V1,EmbryonVideoClassif/Frames/V1/190.png,190.png,23.75
190,7,V1,EmbryonVideoClassif/Frames/V1/191.png,191.png,23.75
191,7,V1,EmbryonVideoClassif/Frames/V1/192.png,192.png,23.75
192,7,V1,EmbryonVideoClassif/Frames/V1/193.png,193.png,23.75
193,7,V1,EmbryonVideoClassif/Frames/V1/194.png,194.png,23.75
194,7,V1,EmbryonVideoClassif/Frames/V1/195.png,195.png,23.75
195,7,V1,EmbryonVideoClassif/Frames/V1/196.png,196.png,23.75
196,7,V1,EmbryonVideoClassif/Frames/V1/197.png,197.png,23.75
197,7,V1,EmbryonVideoClassif/Frames/V1/198.png,198.png,23.75
198,7,V1,EmbryonVideoClassif/Frames/V1/199.png,199.png,23.75
199,7,V1,EmbryonVideoClassif/Frames/V1/200.png,200.png,23.75
200,7,V1,EmbryonVideoClassif/Frames/V1/201.png,201.png,23.75
201,7,V1,EmbryonVideoClassif/Frames/V1/202.png,202.png,23.75
202,7,V1,EmbryonVideoClassif/Frames/V1/203.png,203.png,23.75
203,7,V1,EmbryonVideoClassif/Frames/V1/204.png,204.png,23.75
204,7,V1,EmbryonVideoClassif/Frames/V1/205.png,205.png,23.75
205,7,V1,EmbryonVideoClassif/Frames/V1/206.png,206.png,23.75
206,7,V1,EmbryonVideoClassif/Frames/V1/207.png,207.png,23.75
207,7,V1,EmbryonVideoClassif/Frames/V1/208.png,208.png,23.75
208,7,V1,EmbryonVideoClassif/Frames/V1/209.png,209.png,23.75
209,7,V1,EmbryonVideoClassif/Frames/V1/210.png,210.png,23.75
210,7,V1,EmbryonVideoClassif/Frames/V1/211.png,211.png,23.75
211,7,V1,EmbryonVideoClassif/Frames/V1/212.png,212.png,23.75
212,7,V1,EmbryonVideoClassif/Frames/V1/213.png,213.png,23.75
213,7,V1,EmbryonVideoClassif/Frames/V1/214.png,214.png,23.75
214,7,V1,EmbryonVideoClassif/Frames/V1/215.png,215.png,23.75
215,7,V1,EmbryonVideoClassif/Frames/V1/216.png,216.png,23.75
216,7,V1,EmbryonVideoClassif/Frames/V1/217.png,217.png,23.75
217,7,V1,EmbryonVideoClassif/Frames/V1/218.png,218.png,23.75
218,7,V1,EmbryonVideoClassif/Frames/V1/219.png,219.png,23.75
219,7,V1,EmbryonVideoClassif/Frames/V1/220.png,220.png,23.75
220,7,V1,EmbryonVideoClassif/Frames/V1/221.png,221.png,23.75
221,7,V1,EmbryonVideoClassif/Frames/V1/222.png,222.png,23.75
222,7,V1,EmbryonVideoClassif/Frames/V1/223.png,223.png,23.75
223,7,V1,EmbryonVideoClassif/Frames/V1/224.png,224.png,23.75
224,7,V1,EmbryonVideoClassif/Frames/V1/225.png,225.png,23.75
225,7,V1,EmbryonVideoClassif/Frames/V1/226.png,226.png,23.75
226,7,V1,EmbryonVideoClassif/Frames/V1/227.png,227.png,23.75
227,7,V1,EmbryonVideoClassif/Frames/V1/228.png,228.png,23.75
228,7,V1,EmbryonVideoClassif/Frames/V1/229.png,229.png,23.75
229,7,V1,EmbryonVideoClassif/Frames/V1/230.png,230.png,23.75
230,7,V1,EmbryonVideoClassif/Frames/V1/231.png,231.png,23.75
231,7,V1,EmbryonVideoClassif/Frames/V1/232.png,232.png,23.75
232,7,V1,EmbryonVideoClassif/Frames/V1/233.png,233.png,23.75
233,7,V1,EmbryonVideoClassif/Frames/V1/234.png,234.png,23.75
234,7,V1,EmbryonVideoClassif/Frames/V1/235.png,235.png,23.75
235,7,V1,EmbryonVideoClassif/Frames/V1/236.png,236.png,23.75
236,7,V1,EmbryonVideoClassif/Frames/V1/237.png,237.png,23.75
237,7,V1,EmbryonVideoClassif/Frames/V1/238.png,238.png,23.75
238,7,V1,EmbryonVideoClassif/Frames/V1/239.png,239.png,23.75
239,7,V1,EmbryonVideoClassif/Frames/V1/240.png,240.png,23.75
240,7,V1,EmbryonVideoClassif/Frames/V1/241.png,241.png,23.75
241,7,V1,EmbryonVideoClassif/Frames/V1/242.png,242.png,23.75
242,7,V1,EmbryonVideoClassif/Frames/V1/243.png,243.png,23.75
243,7,V1,EmbryonVideoClassif/Frames/V1/244.png,244.png,23.75
244,7,V1,EmbryonVideoClassif/Frames/V1/245.png,245.png,23.75
245,7,V1,EmbryonVideoClassif/Frames/V1/246.png,246.png,23.75
246,7,V1,EmbryonVideoClassif/Frames/V1/247.png,247.png,23.75
247,7,V1,EmbryonVideoClassif/Frames/V1/248.png,248.png,23.75
248,7,V1,EmbryonVideoClassif/Frames/V1/249.png,249.png,23.75
249,7,V1,EmbryonVideoClassif/Frames/V1/250.png,250.png,23.75
250,7,V1,EmbryonVideoClassif/Frames/V1/251.png,251.png,23.75
251,7,V1,EmbryonVideoClassif/Frames/V1/252.png,252.png,23.75
252,7,V1,EmbryonVideoClassif/Frames/V1/253.png,253.png,23.75
253,7,V1,EmbryonVideoClassif/Frames/V1/254.png,254.png,23.75
254,7,V1,EmbryonVideoClassif/Frames/V1/255.png,255.png,23.75
255,7,V1,EmbryonVideoClassif/Frames/V1/256.png,256.png,23.75
256,7,V1,EmbryonVideoClassif/Frames/V1/257.png,257.png,23.75
257,7,V1,EmbryonVideoClassif/Frames/V1/258.png,258.png,23.75
258,7,V1,EmbryonVideoClassif/Frames/V1/259.png,259.png,23.75
259,7,V1,EmbryonVideoClassif/Frames/V1/260.png,260.png,23.75
260,7,V1,EmbryonVideoClassif/Frames/V1/261.png,261.png,23.75
261,7,V1,EmbryonVideoClassif/Frames/V1/262.png,262.png,23.75
262,7,V1,EmbryonVideoClassif/Frames/V1/263.png,263.png,23.75
263,7,V1,EmbryonVideoClassif/Frames/V1/264.png,264.png,23.75
264,7,V1,EmbryonVideoClassif/Frames/V1/265.png,265.png,23.75
265,7,V1,EmbryonVideoClassif/Frames/V1/266.png,266.png,23.75
266,7,V1,EmbryonVideoClassif/Frames/V1/267.png,267.png,23.75
267,7,V1,EmbryonVideoClassif/Frames/V1/268.png,268.png,23.75
268,7,V1,EmbryonVideoClassif/Frames/V1/269.png,269.png,23.75
269,7,V1,EmbryonVideoClassif/Frames/V1/270.png,270.png,23.75
270,7,V1,EmbryonVideoClassif/Frames/V1/271.png,271.png,23.75
271,7,V1,EmbryonVideoClassif/Frames/V1/272.png,272.png,23.75
272,7,V1,EmbryonVideoClassif/Frames/V1/273.png,273.png,23.75
273,7,V1,EmbryonVideoClassif/Frames/V1/274.png,274.png,23.75
274,7,V1,EmbryonVideoClassif/Frames/V1/275.png,275.png,23.75
275,7,V1,EmbryonVideoClassif/Frames/V1/276.png,276.png,23.75
276,7,V1,EmbryonVideoClassif/Frames/V1/277.png,277.png,23.75
277,7,V1,EmbryonVideoClassif/Frames/V1/278.png,278.png,23.75
278,7,V1,EmbryonVideoClassif/Frames/V1/279.png,279.png,23.75
279,7,V1,EmbryonVideoClassif/Frames/V1/280.png,280.png,23.75
280,7,V1,EmbryonVideoClassif/Frames/V1/281.png,281.png,23.75
281,7,V1,EmbryonVideoClassif/Frames/V1/282.png,282.png,23.75
282,7,V1,EmbryonVideoClassif/Frames/V1/283.png,283.png,23.75
283,7,V1,EmbryonVideoClassif/Frames/V1/284.png,284.png,23.75
284,7,V1,EmbryonVideoClassif/Frames/V1/285.png,285.png,23.75
285,7,V1,EmbryonVideoClassif/Frames/V1/286.png,286.png,23.75
286,7,V1,EmbryonVideoClassif/Frames/V1/287.png,287.png,23.75
287,7,V1,EmbryonVideoClassif/Frames/V1/288.png,288.png,23.75
288,7,V1,EmbryonVideoClassif/Frames/V1/289.png,289.png,23.75
289,7,V1,EmbryonVideoClassif/Frames/V1/290.png,290.png,23.75
290,7,V1,EmbryonVideoClassif/Frames/V1/291.png,291.png,23.75
291,7,V1,EmbryonVideoClassif/Frames/V1/292.png,292.png,23.75
292,7,V1,EmbryonVideoClassif/Frames/V1/293.png,293.png,23.75
293,7,V1,EmbryonVideoClassif/Frames/V1/294.png,294.png,23.75
294,7,V1,EmbryonVideoClassif/Frames/V1/295.png,295.png,23.75
295,7,V1,EmbryonVideoClassif/Frames/V1/296.png,296.png,23.75
296,7,V1,EmbryonVideoClassif/Frames/V1/297.png,297.png,23.75
297,7,V1,EmbryonVideoClassif/Frames/V1/298.png,298.png,23.75
298,7,V1,EmbryonVideoClassif/Frames/V1/299.png,299.png,23.75
299,7,V1,EmbryonVideoClassif/Frames/V1/300.png,300.png,23.75
300,7,V2,EmbryonVideoClassif/Frames/V2/1.png,1.png,23.75
301,7,V2,EmbryonVideoClassif/Frames/V2/2.png,2.png,23.75
302,7,V2,EmbryonVideoClassif/Frames/V2/3.png,3.png,23.75
303,7,V2,EmbryonVideoClassif/Frames/V2/4.png,4.png,23.75
304,7,V2,EmbryonVideoClassif/Frames/V2/5.png,5.png,23.75
305,7,V2,EmbryonVideoClassif/Frames/V2/6.png,6.png,23.75
306,7,V2,EmbryonVideoClassif/Frames/V2/7.png,7.png,23.75
307,7,V2,EmbryonVideoClassif/Frames/V2/8.png,8.png,23.75
308,7,V2,EmbryonVideoClassif/Frames/V2/9.png,9.png,23.75
309,7,V2,EmbryonVideoClassif/Frames/V2/10.png,10.png,23.75
310,7,V2,EmbryonVideoClassif/Frames/V2/11.png,11.png,23.75
311,7,V2,EmbryonVideoClassif/Frames/V2/12.png,12.png,23.75
312,7,V2,EmbryonVideoClassif/Frames/V2/13.png,13.png,23.75
313,7,V2,EmbryonVideoClassif/Frames/V2/14.png,14.png,23.75
314,7,V2,EmbryonVideoClassif/Frames/V2/15.png,15.png,23.75
315,7,V2,EmbryonVideoClassif/Frames/V2/16.png,16.png,23.75
316,7,V2,EmbryonVideoClassif/Frames/V2/17.png,17.png,23.75
317,7,V2,EmbryonVideoClassif/Frames/V2/18.png,18.png,23.75
318,7,V2,EmbryonVideoClassif/Frames/V2/19.png,19.png,23.75
319,7,V2,EmbryonVideoClassif/Frames/V2/20.png,20.png,23.75
320,7,V2,EmbryonVideoClassif/Frames/V2/21.png,21.png,23.75
321,7,V2,EmbryonVideoClassif/Frames/V2/22.png,22.png,23.75
322,7,V2,EmbryonVideoClassif/Frames/V2/23.png,23.png,23.75
323,7,V2,EmbryonVideoClassif/Frames/V2/24.png,24.png,23.75
324,7,V2,EmbryonVideoClassif/Frames/V2/25.png,25.png,23.75
325,7,V2,EmbryonVideoClassif/Frames/V2/26.png,26.png,23.75
326,7,V2,EmbryonVideoClassif/Frames/V2/27.png,27.png,23.75
327,7,V2,EmbryonVideoClassif/Frames/V2/28.png,28.png,23.75
328,7,V2,EmbryonVideoClassif/Frames/V2/29.png,29.png,23.75
329,7,V2,EmbryonVideoClassif/Frames/V2/30.png,30.png,23.75
330,7,V2,EmbryonVideoClassif/Frames/V2/31.png,31.png,23.75
331,7,V2,EmbryonVideoClassif/Frames/V2/32.png,32.png,23.75
332,7,V2,EmbryonVideoClassif/Frames/V2/33.png,33.png,23.75
333,7,V2,EmbryonVideoClassif/Frames/V2/34.png,34.png,23.75
334,7,V2,EmbryonVideoClassif/Frames/V2/35.png,35.png,23.75
335,7,V2,EmbryonVideoClassif/Frames/V2/36.png,36.png,23.75
336,7,V2,EmbryonVideoClassif/Frames/V2/37.png,37.png,23.75
337,7,V2,EmbryonVideoClassif/Frames/V2/38.png,38.png,23.75
338,7,V2,EmbryonVideoClassif/Frames/V2/39.png,39.png,23.75
339,7,V2,EmbryonVideoClassif/Frames/V2/40.png,40.png,23.75
340,7,V2,EmbryonVideoClassif/Frames/V2/41.png,41.png,23.75
341,7,V2,EmbryonVideoClassif/Frames/V2/42.png,42.png,23.75
342,7,V2,EmbryonVideoClassif/Frames/V2/43.png,43.png,23.75
343,7,V2,EmbryonVideoClassif/Frames/V2/44.png,44.png,23.75
344,7,V2,EmbryonVideoClassif/Frames/V2/45.png,45.png,23.75
345,7,V2,EmbryonVideoClassif/Frames/V2/46.png,46.png,23.75
346,7,V2,EmbryonVideoClassif/Frames/V2/47.png,47.png,23.75
347,7,V2,EmbryonVideoClassif/Frames/V2/48.png,48.png,23.75
348,7,V2,EmbryonVideoClassif/Frames/V2/49.png,49.png,23.75
349,7,V2,EmbryonVideoClassif/Frames/V2/50.png,50.png,23.75
350,7,V2,EmbryonVideoClassif/Frames/V2/51.png,51.png,23.75
351,7,V2,EmbryonVideoClassif/Frames/V2/52.png,52.png,23.75
352,7,V2,EmbryonVideoClassif/Frames/V2/53.png,53.png,23.75
353,7,V2,EmbryonVideoClassif/Frames/V2/54.png,54.png,23.75
354,7,V2,EmbryonVideoClassif/Frames/V2/55.png,55.png,23.75
355,7,V2,EmbryonVideoClassif/Frames/V2/56.png,56.png,23.75
356,7,V2,EmbryonVideoClassif/Frames/V2/57.png,57.png,23.75
357,7,V2,EmbryonVideoClassif/Frames/V2/58.png,58.png,23.75
358,7,V2,EmbryonVideoClassif/Frames/V2/59.png,59.png,23.75
359,7,V2,EmbryonVideoClassif/Frames/V2/60.png,60.png,23.75
360,7,V2,EmbryonVideoClassif/Frames/V2/61.png,61.png,23.75
361,7,V2,EmbryonVideoClassif/Frames/V2/62.png,62.png,23.75
362,7,V2,EmbryonVideoClassif/Frames/V2/63.png,63.png,23.75
363,7,V2,EmbryonVideoClassif/Frames/V2/64.png,64.png,23.75
364,7,V2,EmbryonVideoClassif/Frames/V2/65.png,65.png,23.75
365,7,V2,EmbryonVideoClassif/Frames/V2/66.png,66.png,23.75
366,7,V2,EmbryonVideoClassif/Frames/V2/67.png,67.png,23.75
